"","level_2_name","level_2_id","level_3_name","level_3_id","source","periods","value"
"50","bu Bas Uele Province","rWrCdr321Qu","bu Bondo Zone de Santé","ebKZ38Ejpb5","cordaid","201703",81
"51","bu Bas Uele Province","rWrCdr321Qu","bu Bondo Zone de Santé","ebKZ38Ejpb5","cordaid","201704",99
"52","bu Bas Uele Province","rWrCdr321Qu","bu Bondo Zone de Santé","ebKZ38Ejpb5","cordaid","201705",117
"53","bu Bas Uele Province","rWrCdr321Qu","bu Bondo Zone de Santé","ebKZ38Ejpb5","cordaid","201706",179
"54","bu Bas Uele Province","rWrCdr321Qu","bu Bondo Zone de Santé","ebKZ38Ejpb5","cordaid","201707",140
"55","bu Bas Uele Province","rWrCdr321Qu","bu Bondo Zone de Santé","ebKZ38Ejpb5","cordaid","201708",165
"56","bu Bas Uele Province","rWrCdr321Qu","bu Bondo Zone de Santé","ebKZ38Ejpb5","cordaid","201709",173
"57","bu Bas Uele Province","rWrCdr321Qu","bu Bondo Zone de Santé","ebKZ38Ejpb5","cordaid","201710",178
"58","bu Bas Uele Province","rWrCdr321Qu","bu Bondo Zone de Santé","ebKZ38Ejpb5","cordaid","201711",204
"59","bu Bas Uele Province","rWrCdr321Qu","bu Bondo Zone de Santé","ebKZ38Ejpb5","cordaid","201712",225
"60","bu Bas Uele Province","rWrCdr321Qu","bu Buta Zone de Santé","pggZxV6O3iF","cordaid","201701",302
"61","bu Bas Uele Province","rWrCdr321Qu","bu Buta Zone de Santé","pggZxV6O3iF","cordaid","201702",349
"62","bu Bas Uele Province","rWrCdr321Qu","bu Buta Zone de Santé","pggZxV6O3iF","cordaid","201703",402
"63","bu Bas Uele Province","rWrCdr321Qu","bu Buta Zone de Santé","pggZxV6O3iF","cordaid","201704",421
"64","bu Bas Uele Province","rWrCdr321Qu","bu Buta Zone de Santé","pggZxV6O3iF","cordaid","201705",459
"65","bu Bas Uele Province","rWrCdr321Qu","bu Buta Zone de Santé","pggZxV6O3iF","cordaid","201706",505
"66","bu Bas Uele Province","rWrCdr321Qu","bu Buta Zone de Santé","pggZxV6O3iF","cordaid","201707",526
"67","bu Bas Uele Province","rWrCdr321Qu","bu Buta Zone de Santé","pggZxV6O3iF","cordaid","201708",561
"68","bu Bas Uele Province","rWrCdr321Qu","bu Buta Zone de Santé","pggZxV6O3iF","cordaid","201709",563
"69","bu Bas Uele Province","rWrCdr321Qu","bu Buta Zone de Santé","pggZxV6O3iF","cordaid","201710",591
"70","bu Bas Uele Province","rWrCdr321Qu","bu Buta Zone de Santé","pggZxV6O3iF","cordaid","201711",635
"71","bu Bas Uele Province","rWrCdr321Qu","bu Buta Zone de Santé","pggZxV6O3iF","cordaid","201712",660
"72","bu Bas Uele Province","rWrCdr321Qu","bu Poko Zone de Santé","iqV2dwy0B1b","combine","201701",331
"73","bu Bas Uele Province","rWrCdr321Qu","bu Poko Zone de Santé","iqV2dwy0B1b","combine","201702",284
"74","bu Bas Uele Province","rWrCdr321Qu","bu Poko Zone de Santé","iqV2dwy0B1b","combine","201703",252
"75","bu Bas Uele Province","rWrCdr321Qu","bu Poko Zone de Santé","iqV2dwy0B1b","combine","201704",250
"76","bu Bas Uele Province","rWrCdr321Qu","bu Poko Zone de Santé","iqV2dwy0B1b","combine","201705",263
"77","bu Bas Uele Province","rWrCdr321Qu","bu Poko Zone de Santé","iqV2dwy0B1b","combine","201706",286
"78","bu Bas Uele Province","rWrCdr321Qu","bu Poko Zone de Santé","iqV2dwy0B1b","combine","201707",335
"79","bu Bas Uele Province","rWrCdr321Qu","bu Poko Zone de Santé","iqV2dwy0B1b","combine","201708",368
"80","bu Bas Uele Province","rWrCdr321Qu","bu Poko Zone de Santé","iqV2dwy0B1b","combine","201709",433
"81","bu Bas Uele Province","rWrCdr321Qu","bu Poko Zone de Santé","iqV2dwy0B1b","combine","201710",444
"82","bu Bas Uele Province","rWrCdr321Qu","bu Poko Zone de Santé","iqV2dwy0B1b","combine","201711",445
"83","bu Bas Uele Province","rWrCdr321Qu","bu Poko Zone de Santé","iqV2dwy0B1b","combine","201712",480
"84","bu Bas Uele Province","rWrCdr321Qu","bu Titule Zone de Santé","EgtXyZdGsLP","cordaid","201701",45
"85","bu Bas Uele Province","rWrCdr321Qu","bu Titule Zone de Santé","EgtXyZdGsLP","cordaid","201702",49
"86","bu Bas Uele Province","rWrCdr321Qu","bu Titule Zone de Santé","EgtXyZdGsLP","cordaid","201703",53
"87","bu Bas Uele Province","rWrCdr321Qu","bu Titule Zone de Santé","EgtXyZdGsLP","cordaid","201704",55
"88","bu Bas Uele Province","rWrCdr321Qu","bu Titule Zone de Santé","EgtXyZdGsLP","cordaid","201705",56
"89","bu Bas Uele Province","rWrCdr321Qu","bu Titule Zone de Santé","EgtXyZdGsLP","cordaid","201706",65
"90","bu Bas Uele Province","rWrCdr321Qu","bu Titule Zone de Santé","EgtXyZdGsLP","cordaid","201707",57
"91","bu Bas Uele Province","rWrCdr321Qu","bu Titule Zone de Santé","EgtXyZdGsLP","cordaid","201708",66
"92","bu Bas Uele Province","rWrCdr321Qu","bu Titule Zone de Santé","EgtXyZdGsLP","cordaid","201709",74
"93","bu Bas Uele Province","rWrCdr321Qu","bu Titule Zone de Santé","EgtXyZdGsLP","cordaid","201710",75
"94","bu Bas Uele Province","rWrCdr321Qu","bu Titule Zone de Santé","EgtXyZdGsLP","cordaid","201711",85
"95","bu Bas Uele Province","rWrCdr321Qu","bu Titule Zone de Santé","EgtXyZdGsLP","cordaid","201712",93
"96","bu Bas Uele Province","rWrCdr321Qu","bu Viadana Zone de Santé","joxrJQ6anPt","combine","201701",17
"97","bu Bas Uele Province","rWrCdr321Qu","bu Viadana Zone de Santé","joxrJQ6anPt","combine","201702",17
"98","bu Bas Uele Province","rWrCdr321Qu","bu Viadana Zone de Santé","joxrJQ6anPt","combine","201703",18
"99","bu Bas Uele Province","rWrCdr321Qu","bu Viadana Zone de Santé","joxrJQ6anPt","combine","201704",27
"100","bu Bas Uele Province","rWrCdr321Qu","bu Viadana Zone de Santé","joxrJQ6anPt","combine","201705",28
"101","bu Bas Uele Province","rWrCdr321Qu","bu Viadana Zone de Santé","joxrJQ6anPt","combine","201706",29
"102","bu Bas Uele Province","rWrCdr321Qu","bu Viadana Zone de Santé","joxrJQ6anPt","combine","201707",42
"103","bu Bas Uele Province","rWrCdr321Qu","bu Viadana Zone de Santé","joxrJQ6anPt","combine","201708",46
"104","bu Bas Uele Province","rWrCdr321Qu","bu Viadana Zone de Santé","joxrJQ6anPt","combine","201709",50
"105","bu Bas Uele Province","rWrCdr321Qu","bu Viadana Zone de Santé","joxrJQ6anPt","combine","201710",53
"106","bu Bas Uele Province","rWrCdr321Qu","bu Viadana Zone de Santé","joxrJQ6anPt","combine","201711",54
"107","bu Bas Uele Province","rWrCdr321Qu","bu Viadana Zone de Santé","joxrJQ6anPt","combine","201712",65
"108","bu Bas Uele Province","rWrCdr321Qu","bu Viadana Zone de Santé","joxrJQ6anPt","cordaid","201701",4
"109","bu Bas Uele Province","rWrCdr321Qu","bu Viadana Zone de Santé","joxrJQ6anPt","cordaid","201702",4
"110","bu Bas Uele Province","rWrCdr321Qu","bu Viadana Zone de Santé","joxrJQ6anPt","cordaid","201703",9
"111","bu Bas Uele Province","rWrCdr321Qu","bu Viadana Zone de Santé","joxrJQ6anPt","cordaid","201704",10
"112","bu Bas Uele Province","rWrCdr321Qu","bu Viadana Zone de Santé","joxrJQ6anPt","cordaid","201705",12
"113","bu Bas Uele Province","rWrCdr321Qu","bu Viadana Zone de Santé","joxrJQ6anPt","cordaid","201706",16
"114","bu Bas Uele Province","rWrCdr321Qu","bu Viadana Zone de Santé","joxrJQ6anPt","cordaid","201707",10
"115","bu Bas Uele Province","rWrCdr321Qu","bu Viadana Zone de Santé","joxrJQ6anPt","cordaid","201708",11
"116","bu Bas Uele Province","rWrCdr321Qu","bu Viadana Zone de Santé","joxrJQ6anPt","cordaid","201709",12
"117","bu Bas Uele Province","rWrCdr321Qu","bu Viadana Zone de Santé","joxrJQ6anPt","cordaid","201710",12
"118","bu Bas Uele Province","rWrCdr321Qu","bu Viadana Zone de Santé","joxrJQ6anPt","cordaid","201711",13
"119","bu Bas Uele Province","rWrCdr321Qu","bu Viadana Zone de Santé","joxrJQ6anPt","cordaid","201712",13
"120","eq Equateur Province","XjeRGfqHMrl","eq Basankusu Zone de Santé","rxk1YvYKi7j","cordaid","201701",243
"121","eq Equateur Province","XjeRGfqHMrl","eq Basankusu Zone de Santé","rxk1YvYKi7j","cordaid","201702",194
"122","eq Equateur Province","XjeRGfqHMrl","eq Basankusu Zone de Santé","rxk1YvYKi7j","cordaid","201703",170
"123","eq Equateur Province","XjeRGfqHMrl","eq Basankusu Zone de Santé","rxk1YvYKi7j","cordaid","201704",168
"124","eq Equateur Province","XjeRGfqHMrl","eq Basankusu Zone de Santé","rxk1YvYKi7j","cordaid","201705",175
"125","eq Equateur Province","XjeRGfqHMrl","eq Basankusu Zone de Santé","rxk1YvYKi7j","cordaid","201706",190
"126","eq Equateur Province","XjeRGfqHMrl","eq Basankusu Zone de Santé","rxk1YvYKi7j","cordaid","201707",202
"127","eq Equateur Province","XjeRGfqHMrl","eq Basankusu Zone de Santé","rxk1YvYKi7j","cordaid","201708",208
"128","eq Equateur Province","XjeRGfqHMrl","eq Basankusu Zone de Santé","rxk1YvYKi7j","cordaid","201709",228
"129","eq Equateur Province","XjeRGfqHMrl","eq Basankusu Zone de Santé","rxk1YvYKi7j","cordaid","201710",187
"130","eq Equateur Province","XjeRGfqHMrl","eq Basankusu Zone de Santé","rxk1YvYKi7j","cordaid","201711",276
"131","eq Equateur Province","XjeRGfqHMrl","eq Basankusu Zone de Santé","rxk1YvYKi7j","cordaid","201712",298
"132","eq Equateur Province","XjeRGfqHMrl","eq Bolenge Zone de Santé","MMnBp2lllhf","cordaid","201701",10
"133","eq Equateur Province","XjeRGfqHMrl","eq Bolenge Zone de Santé","MMnBp2lllhf","cordaid","201702",10
"134","eq Equateur Province","XjeRGfqHMrl","eq Bolenge Zone de Santé","MMnBp2lllhf","cordaid","201703",11
"135","eq Equateur Province","XjeRGfqHMrl","eq Bolenge Zone de Santé","MMnBp2lllhf","cordaid","201704",11
"136","eq Equateur Province","XjeRGfqHMrl","eq Bolenge Zone de Santé","MMnBp2lllhf","cordaid","201705",13
"137","eq Equateur Province","XjeRGfqHMrl","eq Bolenge Zone de Santé","MMnBp2lllhf","cordaid","201706",14
"138","eq Equateur Province","XjeRGfqHMrl","eq Bolenge Zone de Santé","MMnBp2lllhf","cordaid","201707",15
"139","eq Equateur Province","XjeRGfqHMrl","eq Bolenge Zone de Santé","MMnBp2lllhf","cordaid","201708",17
"140","eq Equateur Province","XjeRGfqHMrl","eq Bolenge Zone de Santé","MMnBp2lllhf","cordaid","201709",16
"141","eq Equateur Province","XjeRGfqHMrl","eq Bolenge Zone de Santé","MMnBp2lllhf","cordaid","201710",21
"142","eq Equateur Province","XjeRGfqHMrl","eq Bolenge Zone de Santé","MMnBp2lllhf","cordaid","201711",19
"143","eq Equateur Province","XjeRGfqHMrl","eq Bolenge Zone de Santé","MMnBp2lllhf","cordaid","201712",23
"144","eq Equateur Province","XjeRGfqHMrl","eq Mbandaka Zone de Santé","DmRUZqBRNzB","cordaid","201701",38
"145","eq Equateur Province","XjeRGfqHMrl","eq Mbandaka Zone de Santé","DmRUZqBRNzB","cordaid","201702",29
"146","eq Equateur Province","XjeRGfqHMrl","eq Mbandaka Zone de Santé","DmRUZqBRNzB","cordaid","201703",27
"147","eq Equateur Province","XjeRGfqHMrl","eq Mbandaka Zone de Santé","DmRUZqBRNzB","cordaid","201704",28
"148","eq Equateur Province","XjeRGfqHMrl","eq Mbandaka Zone de Santé","DmRUZqBRNzB","cordaid","201705",26
"149","eq Equateur Province","XjeRGfqHMrl","eq Mbandaka Zone de Santé","DmRUZqBRNzB","cordaid","201706",27
"150","eq Equateur Province","XjeRGfqHMrl","eq Mbandaka Zone de Santé","DmRUZqBRNzB","cordaid","201707",33
"151","eq Equateur Province","XjeRGfqHMrl","eq Mbandaka Zone de Santé","DmRUZqBRNzB","cordaid","201708",39
"152","eq Equateur Province","XjeRGfqHMrl","eq Mbandaka Zone de Santé","DmRUZqBRNzB","cordaid","201709",41
"153","eq Equateur Province","XjeRGfqHMrl","eq Mbandaka Zone de Santé","DmRUZqBRNzB","cordaid","201710",38
"154","eq Equateur Province","XjeRGfqHMrl","eq Mbandaka Zone de Santé","DmRUZqBRNzB","cordaid","201711",34
"155","eq Equateur Province","XjeRGfqHMrl","eq Mbandaka Zone de Santé","DmRUZqBRNzB","cordaid","201712",34
"156","eq Equateur Province","XjeRGfqHMrl","eq Wangata Zone de Santé","J0LvPM9HPVN","cordaid","201701",10
"157","eq Equateur Province","XjeRGfqHMrl","eq Wangata Zone de Santé","J0LvPM9HPVN","cordaid","201702",8
"158","eq Equateur Province","XjeRGfqHMrl","eq Wangata Zone de Santé","J0LvPM9HPVN","cordaid","201703",7
"159","eq Equateur Province","XjeRGfqHMrl","eq Wangata Zone de Santé","J0LvPM9HPVN","cordaid","201704",6
"160","eq Equateur Province","XjeRGfqHMrl","eq Wangata Zone de Santé","J0LvPM9HPVN","cordaid","201705",5
"161","eq Equateur Province","XjeRGfqHMrl","eq Wangata Zone de Santé","J0LvPM9HPVN","cordaid","201706",4
"162","eq Equateur Province","XjeRGfqHMrl","eq Wangata Zone de Santé","J0LvPM9HPVN","cordaid","201707",4
"163","eq Equateur Province","XjeRGfqHMrl","eq Wangata Zone de Santé","J0LvPM9HPVN","cordaid","201708",4
"164","eq Equateur Province","XjeRGfqHMrl","eq Wangata Zone de Santé","J0LvPM9HPVN","cordaid","201709",4
"165","eq Equateur Province","XjeRGfqHMrl","eq Wangata Zone de Santé","J0LvPM9HPVN","cordaid","201710",5
"166","eq Equateur Province","XjeRGfqHMrl","eq Wangata Zone de Santé","J0LvPM9HPVN","cordaid","201711",10
"167","eq Equateur Province","XjeRGfqHMrl","eq Wangata Zone de Santé","J0LvPM9HPVN","cordaid","201712",11
"168","hk Haut Katanga Province","F9w3VW1cQmb","hk Kafubu Zone de Santé","GpdRlogsSiE","pnls","201701",70
"169","hk Haut Katanga Province","F9w3VW1cQmb","hk Kafubu Zone de Santé","GpdRlogsSiE","pnls","201702",78
"170","hk Haut Katanga Province","F9w3VW1cQmb","hk Kafubu Zone de Santé","GpdRlogsSiE","pnls","201703",84
"171","hk Haut Katanga Province","F9w3VW1cQmb","hk Kafubu Zone de Santé","GpdRlogsSiE","pnls","201704",87
"172","hk Haut Katanga Province","F9w3VW1cQmb","hk Kafubu Zone de Santé","GpdRlogsSiE","pnls","201705",90
"173","hk Haut Katanga Province","F9w3VW1cQmb","hk Kafubu Zone de Santé","GpdRlogsSiE","pnls","201706",94
"174","hk Haut Katanga Province","F9w3VW1cQmb","hk Kafubu Zone de Santé","GpdRlogsSiE","pnls","201707",99
"175","hk Haut Katanga Province","F9w3VW1cQmb","hk Kafubu Zone de Santé","GpdRlogsSiE","pnls","201708",102
"176","hk Haut Katanga Province","F9w3VW1cQmb","hk Kafubu Zone de Santé","GpdRlogsSiE","pnls","201709",111
"177","hk Haut Katanga Province","F9w3VW1cQmb","hk Kafubu Zone de Santé","GpdRlogsSiE","pnls","201710",121
"178","hk Haut Katanga Province","F9w3VW1cQmb","hk Kafubu Zone de Santé","GpdRlogsSiE","pnls","201711",130
"179","hk Haut Katanga Province","F9w3VW1cQmb","hk Kamalondo Zone de Santé","uocpzPZHiEo","pnls","201701",715
"180","hk Haut Katanga Province","F9w3VW1cQmb","hk Kamalondo Zone de Santé","uocpzPZHiEo","pnls","201702",727
"181","hk Haut Katanga Province","F9w3VW1cQmb","hk Kamalondo Zone de Santé","uocpzPZHiEo","pnls","201703",741
"182","hk Haut Katanga Province","F9w3VW1cQmb","hk Kamalondo Zone de Santé","uocpzPZHiEo","pnls","201704",744
"183","hk Haut Katanga Province","F9w3VW1cQmb","hk Kamalondo Zone de Santé","uocpzPZHiEo","pnls","201705",758
"184","hk Haut Katanga Province","F9w3VW1cQmb","hk Kamalondo Zone de Santé","uocpzPZHiEo","pnls","201706",771
"185","hk Haut Katanga Province","F9w3VW1cQmb","hk Kamalondo Zone de Santé","uocpzPZHiEo","pnls","201707",789
"186","hk Haut Katanga Province","F9w3VW1cQmb","hk Kamalondo Zone de Santé","uocpzPZHiEo","pnls","201708",767
"187","hk Haut Katanga Province","F9w3VW1cQmb","hk Kamalondo Zone de Santé","uocpzPZHiEo","pnls","201709",776
"188","hk Haut Katanga Province","F9w3VW1cQmb","hk Kamalondo Zone de Santé","uocpzPZHiEo","pnls","201710",790
"189","hk Haut Katanga Province","F9w3VW1cQmb","hk Kamalondo Zone de Santé","uocpzPZHiEo","pnls","201711",805
"190","hk Haut Katanga Province","F9w3VW1cQmb","hk Kambove Zone de Santé","NR5cDy2jhiJ","pnls","201701",396
"191","hk Haut Katanga Province","F9w3VW1cQmb","hk Kambove Zone de Santé","NR5cDy2jhiJ","pnls","201702",427
"192","hk Haut Katanga Province","F9w3VW1cQmb","hk Kambove Zone de Santé","NR5cDy2jhiJ","pnls","201703",471
"193","hk Haut Katanga Province","F9w3VW1cQmb","hk Kambove Zone de Santé","NR5cDy2jhiJ","pnls","201704",504
"194","hk Haut Katanga Province","F9w3VW1cQmb","hk Kambove Zone de Santé","NR5cDy2jhiJ","pnls","201705",510
"195","hk Haut Katanga Province","F9w3VW1cQmb","hk Kambove Zone de Santé","NR5cDy2jhiJ","pnls","201706",528
"196","hk Haut Katanga Province","F9w3VW1cQmb","hk Kambove Zone de Santé","NR5cDy2jhiJ","pnls","201707",542
"197","hk Haut Katanga Province","F9w3VW1cQmb","hk Kambove Zone de Santé","NR5cDy2jhiJ","pnls","201708",565
"198","hk Haut Katanga Province","F9w3VW1cQmb","hk Kambove Zone de Santé","NR5cDy2jhiJ","pnls","201709",583
"199","hk Haut Katanga Province","F9w3VW1cQmb","hk Kambove Zone de Santé","NR5cDy2jhiJ","pnls","201710",598
"200","hk Haut Katanga Province","F9w3VW1cQmb","hk Kambove Zone de Santé","NR5cDy2jhiJ","pnls","201711",580
"201","hk Haut Katanga Province","F9w3VW1cQmb","hk Kampemba Zone de Santé","zMfBT8xVQeH","pnls","201701",1687
"202","hk Haut Katanga Province","F9w3VW1cQmb","hk Kampemba Zone de Santé","zMfBT8xVQeH","pnls","201702",1947
"203","hk Haut Katanga Province","F9w3VW1cQmb","hk Kampemba Zone de Santé","zMfBT8xVQeH","pnls","201703",2010
"204","hk Haut Katanga Province","F9w3VW1cQmb","hk Kampemba Zone de Santé","zMfBT8xVQeH","pnls","201704",2072
"205","hk Haut Katanga Province","F9w3VW1cQmb","hk Kampemba Zone de Santé","zMfBT8xVQeH","pnls","201705",2171
"206","hk Haut Katanga Province","F9w3VW1cQmb","hk Kampemba Zone de Santé","zMfBT8xVQeH","pnls","201706",2178
"207","hk Haut Katanga Province","F9w3VW1cQmb","hk Kampemba Zone de Santé","zMfBT8xVQeH","pnls","201707",2147
"208","hk Haut Katanga Province","F9w3VW1cQmb","hk Kampemba Zone de Santé","zMfBT8xVQeH","pnls","201708",2182
"209","hk Haut Katanga Province","F9w3VW1cQmb","hk Kampemba Zone de Santé","zMfBT8xVQeH","pnls","201709",2333
"210","hk Haut Katanga Province","F9w3VW1cQmb","hk Kampemba Zone de Santé","zMfBT8xVQeH","pnls","201710",2418
"211","hk Haut Katanga Province","F9w3VW1cQmb","hk Kampemba Zone de Santé","zMfBT8xVQeH","pnls","201711",2191
"212","hk Haut Katanga Province","F9w3VW1cQmb","hk Kapolowe Zone de Santé","bAFJ18IAf2S","pnls","201701",534
"213","hk Haut Katanga Province","F9w3VW1cQmb","hk Kapolowe Zone de Santé","bAFJ18IAf2S","pnls","201702",505
"214","hk Haut Katanga Province","F9w3VW1cQmb","hk Kapolowe Zone de Santé","bAFJ18IAf2S","pnls","201703",522
"215","hk Haut Katanga Province","F9w3VW1cQmb","hk Kapolowe Zone de Santé","bAFJ18IAf2S","pnls","201704",539
"216","hk Haut Katanga Province","F9w3VW1cQmb","hk Kapolowe Zone de Santé","bAFJ18IAf2S","pnls","201705",559
"217","hk Haut Katanga Province","F9w3VW1cQmb","hk Kapolowe Zone de Santé","bAFJ18IAf2S","pnls","201706",543
"218","hk Haut Katanga Province","F9w3VW1cQmb","hk Kapolowe Zone de Santé","bAFJ18IAf2S","pnls","201707",606
"219","hk Haut Katanga Province","F9w3VW1cQmb","hk Kapolowe Zone de Santé","bAFJ18IAf2S","pnls","201708",629
"220","hk Haut Katanga Province","F9w3VW1cQmb","hk Kapolowe Zone de Santé","bAFJ18IAf2S","pnls","201709",691
"221","hk Haut Katanga Province","F9w3VW1cQmb","hk Kapolowe Zone de Santé","bAFJ18IAf2S","pnls","201710",668
"222","hk Haut Katanga Province","F9w3VW1cQmb","hk Kapolowe Zone de Santé","bAFJ18IAf2S","pnls","201711",689
"223","hk Haut Katanga Province","F9w3VW1cQmb","hk Kasenga Zone de Santé","Vue5tcMpaGh","pnls","201701",951
"224","hk Haut Katanga Province","F9w3VW1cQmb","hk Kasenga Zone de Santé","Vue5tcMpaGh","pnls","201702",970
"225","hk Haut Katanga Province","F9w3VW1cQmb","hk Kasenga Zone de Santé","Vue5tcMpaGh","pnls","201703",1141
"226","hk Haut Katanga Province","F9w3VW1cQmb","hk Kasenga Zone de Santé","Vue5tcMpaGh","pnls","201704",1171
"227","hk Haut Katanga Province","F9w3VW1cQmb","hk Kasenga Zone de Santé","Vue5tcMpaGh","pnls","201705",1298
"228","hk Haut Katanga Province","F9w3VW1cQmb","hk Kasenga Zone de Santé","Vue5tcMpaGh","pnls","201706",1350
"229","hk Haut Katanga Province","F9w3VW1cQmb","hk Kasenga Zone de Santé","Vue5tcMpaGh","pnls","201707",1386
