period;uidlevel2;namelevel2;uid_data_element;name_data_element;value
2018Q2;F9w3VW1cQmb;hk Haut Katanga Province;AlcLiYUVyJr;C2 12.2 Kit test securité transfusionnelle - Kit - Jours rupture de stock;0.46386946386946387
2018Q3;F9w3VW1cQmb;hk Haut Katanga Province;AlcLiYUVyJr;C2 12.2 Kit test securité transfusionnelle - Kit - Jours rupture de stock;0.2913752913752914
2018Q1;F9w3VW1cQmb;hk Haut Katanga Province;AuDxGW23HIu;C2 12.2 Benzylpenicilline 10ml 1.000.000 UI Injectable - Jours rupture de stock;0.5291375291375291
2018Q2;F9w3VW1cQmb;hk Haut Katanga Province;AuDxGW23HIu;C2 12.2 Benzylpenicilline 10ml 1.000.000 UI Injectable - Jours rupture de stock;0.46853146853146854
2018Q3;F9w3VW1cQmb;hk Haut Katanga Province;AuDxGW23HIu;C2 12.2 Benzylpenicilline 10ml 1.000.000 UI Injectable - Jours rupture de stock;0.30303030303030304
2018Q1;F9w3VW1cQmb;hk Haut Katanga Province;BGQ6bkyvvBd;C2 12.2 Lidocaïne flacon 2% Injectable - Jours rupture de stock;0.5174825174825175
2018Q2;F9w3VW1cQmb;hk Haut Katanga Province;BGQ6bkyvvBd;C2 12.2 Lidocaïne flacon 2% Injectable - Jours rupture de stock;0.4731934731934732
2018Q3;F9w3VW1cQmb;hk Haut Katanga Province;BGQ6bkyvvBd;C2 12.2 Lidocaïne flacon 2% Injectable - Jours rupture de stock;0.30536130536130535
2018Q1;F9w3VW1cQmb;hk Haut Katanga Province;BlXtUeH9W6h;C2 12.2 Test Rapide de dépistage du Paludisme (TDR) - Pce - Quantité consommée;0.5291375291375291
2018Q2;F9w3VW1cQmb;hk Haut Katanga Province;BlXtUeH9W6h;C2 12.2 Test Rapide de dépistage du Paludisme (TDR) - Pce - Quantité consommée;0.4801864801864802
2018Q3;F9w3VW1cQmb;hk Haut Katanga Province;BlXtUeH9W6h;C2 12.2 Test Rapide de dépistage du Paludisme (TDR) - Pce - Quantité consommée;0.331002331002331
2018Q1;F9w3VW1cQmb;hk Haut Katanga Province;BxtTwFEV8Im;C2 12.2 Adrénaline 1mg/ml Injectable - Quantité consommée;0.5477855477855478
2018Q2;F9w3VW1cQmb;hk Haut Katanga Province;BxtTwFEV8Im;C2 12.2 Adrénaline 1mg/ml Injectable - Quantité consommée;0.49184149184149184
2018Q3;F9w3VW1cQmb;hk Haut Katanga Province;BxtTwFEV8Im;C2 12.2 Adrénaline 1mg/ml Injectable - Quantité consommée;0.3123543123543124
2018Q1;F9w3VW1cQmb;hk Haut Katanga Province;C6BeHgrLLwD;C2 12.2 Sut, PGA, tressé, 75cm, dec.3, 2/0 aig.1/2c, R, eff.,30mm, Pce - Quantité perdue;0.4662004662004662
2018Q2;F9w3VW1cQmb;hk Haut Katanga Province;C6BeHgrLLwD;C2 12.2 Sut, PGA, tressé, 75cm, dec.3, 2/0 aig.1/2c, R, eff.,30mm, Pce - Quantité perdue;0.4428904428904429
2018Q3;F9w3VW1cQmb;hk Haut Katanga Province;C6BeHgrLLwD;C2 12.2 Sut, PGA, tressé, 75cm, dec.3, 2/0 aig.1/2c, R, eff.,30mm, Pce - Quantité perdue;0.29603729603729606
2018Q1;F9w3VW1cQmb;hk Haut Katanga Province;CCR4qKadVSc;C2 12.2 Aiguille épicrânienne G23 Pce - Jours rupture de stock;0.5128205128205128
2018Q2;F9w3VW1cQmb;hk Haut Katanga Province;CCR4qKadVSc;C2 12.2 Aiguille épicrânienne G23 Pce - Jours rupture de stock;0.4731934731934732
2018Q3;F9w3VW1cQmb;hk Haut Katanga Province;CCR4qKadVSc;C2 12.2 Aiguille épicrânienne G23 Pce - Jours rupture de stock;0.2937062937062937
2018Q1;F9w3VW1cQmb;hk Haut Katanga Province;CcgNp5EpmVt;C2 12.2 Adrénaline 1mg/ml Injectable - Quantité perdue;0.5128205128205128
2018Q2;F9w3VW1cQmb;hk Haut Katanga Province;CcgNp5EpmVt;C2 12.2 Adrénaline 1mg/ml Injectable - Quantité perdue;0.46853146853146854
2018Q3;F9w3VW1cQmb;hk Haut Katanga Province;CcgNp5EpmVt;C2 12.2 Adrénaline 1mg/ml Injectable - Quantité perdue;0.30303030303030304
2018Q1;F9w3VW1cQmb;hk Haut Katanga Province;CrFQcjVVphC;C2 12.2 Compresses de Gaze 10X10 Cm Pce - Quantité consommée;0.5641025641025641
2018Q2;F9w3VW1cQmb;hk Haut Katanga Province;CrFQcjVVphC;C2 12.2 Compresses de Gaze 10X10 Cm Pce - Quantité consommée;0.4965034965034965
2018Q3;F9w3VW1cQmb;hk Haut Katanga Province;CrFQcjVVphC;C2 12.2 Compresses de Gaze 10X10 Cm Pce - Quantité consommée;0.32400932400932403
2018Q1;F9w3VW1cQmb;hk Haut Katanga Province;D3cX22lTTT2;C2 12.2 Sut, PGA, tressé, 75cm, dec.4, 1 aig.1/2c,R, eff,30mm,Pce - Quantité consommée;0.4801864801864802
2018Q2;F9w3VW1cQmb;hk Haut Katanga Province;D3cX22lTTT2;C2 12.2 Sut, PGA, tressé, 75cm, dec.4, 1 aig.1/2c,R, eff,30mm,Pce - Quantité consommée;0.44988344988344986
2018Q3;F9w3VW1cQmb;hk Haut Katanga Province;D3cX22lTTT2;C2 12.2 Sut, PGA, tressé, 75cm, dec.4, 1 aig.1/2c,R, eff,30mm,Pce - Quantité consommée;0.29836829836829837
2018Q1;F9w3VW1cQmb;hk Haut Katanga Province;DDyr7dGAaDF;C2 12.2 Double check VIH test Pierce - Quantité perdue;0.47785547785547783
2018Q2;F9w3VW1cQmb;hk Haut Katanga Province;DDyr7dGAaDF;C2 12.2 Double check VIH test Pierce - Quantité perdue;0.4358974358974359
2018Q3;F9w3VW1cQmb;hk Haut Katanga Province;DDyr7dGAaDF;C2 12.2 Double check VIH test Pierce - Quantité perdue;0.289044289044289
2018Q1;F9w3VW1cQmb;hk Haut Katanga Province;DN7U22IdwtJ;C2 12.2 Dextrose(Glucose) (250, 500 ml) 5% Injectable - Stock disponible utilisable;0.5641025641025641
2018Q2;F9w3VW1cQmb;hk Haut Katanga Province;DN7U22IdwtJ;C2 12.2 Dextrose(Glucose) (250, 500 ml) 5% Injectable - Stock disponible utilisable;0.5011655011655012
2018Q3;F9w3VW1cQmb;hk Haut Katanga Province;DN7U22IdwtJ;C2 12.2 Dextrose(Glucose) (250, 500 ml) 5% Injectable - Stock disponible utilisable;0.3356643356643357
2018Q1;F9w3VW1cQmb;hk Haut Katanga Province;DPYJ6RE4SDb;C2 12.2 Atropine 5mg/ml Injectable - Quantité consommée;0.5641025641025641
2018Q2;F9w3VW1cQmb;hk Haut Katanga Province;DPYJ6RE4SDb;C2 12.2 Atropine 5mg/ml Injectable - Quantité consommée;0.5174825174825175
2018Q3;F9w3VW1cQmb;hk Haut Katanga Province;DPYJ6RE4SDb;C2 12.2 Atropine 5mg/ml Injectable - Quantité consommée;0.32400932400932403
2018Q1;F9w3VW1cQmb;hk Haut Katanga Province;EjcIo6J1eUs;C2 12.2 Test syphilis (RPR ou SD Bioline)-Pce - Stock disponible utilisable;0.5198135198135199
2018Q2;F9w3VW1cQmb;hk Haut Katanga Province;EjcIo6J1eUs;C2 12.2 Test syphilis (RPR ou SD Bioline)-Pce - Stock disponible utilisable;0.48484848484848486
2018Q3;F9w3VW1cQmb;hk Haut Katanga Province;EjcIo6J1eUs;C2 12.2 Test syphilis (RPR ou SD Bioline)-Pce - Stock disponible utilisable;0.3123543123543124
2018Q1;F9w3VW1cQmb;hk Haut Katanga Province;FS5DcIzW82K;C2 12.2 Adrénaline 1mg/ml Injectable - Jours rupture de stock;0.5291375291375291
2018Q2;F9w3VW1cQmb;hk Haut Katanga Province;FS5DcIzW82K;C2 12.2 Adrénaline 1mg/ml Injectable - Jours rupture de stock;0.47785547785547783
2018Q3;F9w3VW1cQmb;hk Haut Katanga Province;FS5DcIzW82K;C2 12.2 Adrénaline 1mg/ml Injectable - Jours rupture de stock;0.30536130536130535
2018Q1;F9w3VW1cQmb;hk Haut Katanga Province;FwEsCmVGTog;C2 12.2 Misoprostol 200µg Cès oral - Quantité perdue;0.48484848484848486
2018Q2;F9w3VW1cQmb;hk Haut Katanga Province;FwEsCmVGTog;C2 12.2 Misoprostol 200µg Cès oral - Quantité perdue;0.4428904428904429
2018Q3;F9w3VW1cQmb;hk Haut Katanga Province;FwEsCmVGTog;C2 12.2 Misoprostol 200µg Cès oral - Quantité perdue;0.3006993006993007
2018Q1;F9w3VW1cQmb;hk Haut Katanga Province;G894w97gWwd;C2 12.2 Quinine base 500 mg Cès - Quantité perdue;0.48717948717948717
2018Q2;F9w3VW1cQmb;hk Haut Katanga Province;G894w97gWwd;C2 12.2 Quinine base 500 mg Cès - Quantité perdue;0.44755244755244755
2018Q3;F9w3VW1cQmb;hk Haut Katanga Province;G894w97gWwd;C2 12.2 Quinine base 500 mg Cès - Quantité perdue;0.3076923076923077
2018Q1;F9w3VW1cQmb;hk Haut Katanga Province;GAl79aJzbh2;C2 12.2 Aiguille épicrânienne G21 Pce - Stock disponible utilisable;0.48951048951048953
2018Q2;F9w3VW1cQmb;hk Haut Katanga Province;GAl79aJzbh2;C2 12.2 Aiguille épicrânienne G21 Pce - Stock disponible utilisable;0.46153846153846156
2018Q3;F9w3VW1cQmb;hk Haut Katanga Province;GAl79aJzbh2;C2 12.2 Aiguille épicrânienne G21 Pce - Stock disponible utilisable;0.30536130536130535
2018Q1;F9w3VW1cQmb;hk Haut Katanga Province;GKhqTWa8vDa;C2 12.2 Poche de transfusion, u.u, 250ml Pce - Quantité perdue;0.5058275058275058
2018Q2;F9w3VW1cQmb;hk Haut Katanga Province;GKhqTWa8vDa;C2 12.2 Poche de transfusion, u.u, 250ml Pce - Quantité perdue;0.46853146853146854
2018Q3;F9w3VW1cQmb;hk Haut Katanga Province;GKhqTWa8vDa;C2 12.2 Poche de transfusion, u.u, 250ml Pce - Quantité perdue;0.3076923076923077
2018Q1;F9w3VW1cQmb;hk Haut Katanga Province;GiGkXTrBxnD;C2 12.2 Dextrose(Glucose) +NaCl 500ml, Baxter 5%+0,9% Injectable - Jours rupture de stock;0.5198135198135199
2018Q2;F9w3VW1cQmb;hk Haut Katanga Province;GiGkXTrBxnD;C2 12.2 Dextrose(Glucose) +NaCl 500ml, Baxter 5%+0,9% Injectable - Jours rupture de stock;0.4662004662004662
2018Q3;F9w3VW1cQmb;hk Haut Katanga Province;GiGkXTrBxnD;C2 12.2 Dextrose(Glucose) +NaCl 500ml, Baxter 5%+0,9% Injectable - Jours rupture de stock;0.30303030303030304
2018Q1;F9w3VW1cQmb;hk Haut Katanga Province;GjKdN3cxxJt;C2 12.2 AZT+3TC 300mg+150mg+Cès - Jours rupture de stock;0.5407925407925408
2018Q2;F9w3VW1cQmb;hk Haut Katanga Province;GjKdN3cxxJt;C2 12.2 AZT+3TC 300mg+150mg+Cès - Jours rupture de stock;0.4568764568764569
2018Q3;F9w3VW1cQmb;hk Haut Katanga Province;GjKdN3cxxJt;C2 12.2 AZT+3TC 300mg+150mg+Cès - Jours rupture de stock;0.289044289044289
2018Q1;F9w3VW1cQmb;hk Haut Katanga Province;GqoAUG2gbSu;C2 12.2 Ringer lactate 500ml Injectable - Stock disponible utilisable;0.5594405594405595
2018Q2;F9w3VW1cQmb;hk Haut Katanga Province;GqoAUG2gbSu;C2 12.2 Ringer lactate 500ml Injectable - Stock disponible utilisable;0.5104895104895105
2018Q3;F9w3VW1cQmb;hk Haut Katanga Province;GqoAUG2gbSu;C2 12.2 Ringer lactate 500ml Injectable - Stock disponible utilisable;0.331002331002331
2018Q1;F9w3VW1cQmb;hk Haut Katanga Province;H1P9Te2JlGT;C2 12.2 Poche de transfusion, u.u, 250ml Pce - Jours rupture de stock;0.5104895104895105
2018Q2;F9w3VW1cQmb;hk Haut Katanga Province;H1P9Te2JlGT;C2 12.2 Poche de transfusion, u.u, 250ml Pce - Jours rupture de stock;0.46853146853146854
2018Q3;F9w3VW1cQmb;hk Haut Katanga Province;H1P9Te2JlGT;C2 12.2 Poche de transfusion, u.u, 250ml Pce - Jours rupture de stock;0.30536130536130535
2018Q1;F9w3VW1cQmb;hk Haut Katanga Province;H95NoNpfNJX;C2 12.2 Insuline retard 40 UIInjectable - Quantité consommée;0.5128205128205128
2018Q2;F9w3VW1cQmb;hk Haut Katanga Province;H95NoNpfNJX;C2 12.2 Insuline retard 40 UIInjectable - Quantité consommée;0.46386946386946387
2018Q3;F9w3VW1cQmb;hk Haut Katanga Province;H95NoNpfNJX;C2 12.2 Insuline retard 40 UIInjectable - Quantité consommée;0.31002331002331
2018Q1;F9w3VW1cQmb;hk Haut Katanga Province;H9jsYhWLkAB;C2 12.2 Kit test securité transfusionnelle - Kit - Quantité consommée;0.49184149184149184
2018Q2;F9w3VW1cQmb;hk Haut Katanga Province;H9jsYhWLkAB;C2 12.2 Kit test securité transfusionnelle - Kit - Quantité consommée;0.46386946386946387
2018Q3;F9w3VW1cQmb;hk Haut Katanga Province;H9jsYhWLkAB;C2 12.2 Kit test securité transfusionnelle - Kit - Quantité consommée;0.29603729603729606
2018Q1;F9w3VW1cQmb;hk Haut Katanga Province;HAd3545ls0j;C2 12.2 Artesunate 60mg Injectable - Stock disponible utilisable;0.5384615384615384
2018Q2;F9w3VW1cQmb;hk Haut Katanga Province;HAd3545ls0j;C2 12.2 Artesunate 60mg Injectable - Stock disponible utilisable;0.48484848484848486
2018Q3;F9w3VW1cQmb;hk Haut Katanga Province;HAd3545ls0j;C2 12.2 Artesunate 60mg Injectable - Stock disponible utilisable;0.32867132867132864
2018Q1;F9w3VW1cQmb;hk Haut Katanga Province;HT9PbvvAp4V;C2 12.2 Kit test VIH pour site PTME-Kit - Jours rupture de stock;0.5128205128205128
2018Q2;F9w3VW1cQmb;hk Haut Katanga Province;HT9PbvvAp4V;C2 12.2 Kit test VIH pour site PTME-Kit - Jours rupture de stock;0.46386946386946387
2018Q3;F9w3VW1cQmb;hk Haut Katanga Province;HT9PbvvAp4V;C2 12.2 Kit test VIH pour site PTME-Kit - Jours rupture de stock;0.2913752913752914
2018Q1;F9w3VW1cQmb;hk Haut Katanga Province;HfCvAwRmGFf;C2 12.2 Kit test VIH pour site PTME-Kit - Quantité consommée;0.4801864801864802
2018Q2;F9w3VW1cQmb;hk Haut Katanga Province;HfCvAwRmGFf;C2 12.2 Kit test VIH pour site PTME-Kit - Quantité consommée;0.44755244755244755
2018Q3;F9w3VW1cQmb;hk Haut Katanga Province;HfCvAwRmGFf;C2 12.2 Kit test VIH pour site PTME-Kit - Quantité consommée;0.29603729603729606
2018Q1;F9w3VW1cQmb;hk Haut Katanga Province;Hl75WBn5JQe;C2 12.2 Sonde Urinaire Pce - Quantité consommée;0.5571095571095571
2018Q2;F9w3VW1cQmb;hk Haut Katanga Province;Hl75WBn5JQe;C2 12.2 Sonde Urinaire Pce - Quantité consommée;0.5011655011655012
2018Q3;F9w3VW1cQmb;hk Haut Katanga Province;Hl75WBn5JQe;C2 12.2 Sonde Urinaire Pce - Quantité consommée;0.32167832167832167
2018Q1;F9w3VW1cQmb;hk Haut Katanga Province;I7rsNHSUx00;C2 12.2 Dihydralazine 20mg Injectable - Stock disponible utilisable;0.48484848484848486
2018Q2;F9w3VW1cQmb;hk Haut Katanga Province;I7rsNHSUx00;C2 12.2 Dihydralazine 20mg Injectable - Stock disponible utilisable;0.4382284382284382
2018Q3;F9w3VW1cQmb;hk Haut Katanga Province;I7rsNHSUx00;C2 12.2 Dihydralazine 20mg Injectable - Stock disponible utilisable;0.2913752913752914
2018Q1;F9w3VW1cQmb;hk Haut Katanga Province;IO1HLuhXaDq;C2 12.2 Atropine 5mg/ml Injectable - Jours rupture de stock;0.5221445221445221
2018Q2;F9w3VW1cQmb;hk Haut Katanga Province;IO1HLuhXaDq;C2 12.2 Atropine 5mg/ml Injectable - Jours rupture de stock;0.4801864801864802
2018Q3;F9w3VW1cQmb;hk Haut Katanga Province;IO1HLuhXaDq;C2 12.2 Atropine 5mg/ml Injectable - Jours rupture de stock;0.31002331002331
2018Q1;F9w3VW1cQmb;hk Haut Katanga Province;IZ7HEprRv5h;C2 12.2 Transfuseur avec filtre Pce - Stock disponible utilisable;0.5291375291375291
2018Q2;F9w3VW1cQmb;hk Haut Katanga Province;IZ7HEprRv5h;C2 12.2 Transfuseur avec filtre Pce - Stock disponible utilisable;0.47785547785547783
2018Q3;F9w3VW1cQmb;hk Haut Katanga Province;IZ7HEprRv5h;C2 12.2 Transfuseur avec filtre Pce - Stock disponible utilisable;0.31002331002331
2018Q1;F9w3VW1cQmb;hk Haut Katanga Province;IdfcW2TDczq;C2 12.2 Kit groupage sanguin Kit - Jours rupture de stock;0.5011655011655012
2018Q2;F9w3VW1cQmb;hk Haut Katanga Province;IdfcW2TDczq;C2 12.2 Kit groupage sanguin Kit - Jours rupture de stock;0.45454545454545453
2018Q3;F9w3VW1cQmb;hk Haut Katanga Province;IdfcW2TDczq;C2 12.2 Kit groupage sanguin Kit - Jours rupture de stock;0.29603729603729606
2018Q1;F9w3VW1cQmb;hk Haut Katanga Province;J8DzRHaw2UC;C2 12.2 Quinine base 500mg Injectable - Quantité consommée;0.5594405594405595
2018Q2;F9w3VW1cQmb;hk Haut Katanga Province;J8DzRHaw2UC;C2 12.2 Quinine base 500mg Injectable - Quantité consommée;0.5081585081585082
2018Q3;F9w3VW1cQmb;hk Haut Katanga Province;J8DzRHaw2UC;C2 12.2 Quinine base 500mg Injectable - Quantité consommée;0.32867132867132864
2018Q1;F9w3VW1cQmb;hk Haut Katanga Province;KEv4JxAgpFK;C2 12.2 Determine VIH test 1+2 Pce - Quantité consommée;0.5454545454545454
2018Q2;F9w3VW1cQmb;hk Haut Katanga Province;KEv4JxAgpFK;C2 12.2 Determine VIH test 1+2 Pce - Quantité consommée;0.5034965034965035
2018Q3;F9w3VW1cQmb;hk Haut Katanga Province;KEv4JxAgpFK;C2 12.2 Determine VIH test 1+2 Pce - Quantité consommée;0.32867132867132864
2018Q1;F9w3VW1cQmb;hk Haut Katanga Province;KYb0GM6tqYs;C2 12.2 Compresses de Gaze 10X10 Cm Pce - Jours rupture de stock;0.5174825174825175
2018Q2;F9w3VW1cQmb;hk Haut Katanga Province;KYb0GM6tqYs;C2 12.2 Compresses de Gaze 10X10 Cm Pce - Jours rupture de stock;0.4662004662004662
2018Q3;F9w3VW1cQmb;hk Haut Katanga Province;KYb0GM6tqYs;C2 12.2 Compresses de Gaze 10X10 Cm Pce - Jours rupture de stock;0.3123543123543124
2018Q1;F9w3VW1cQmb;hk Haut Katanga Province;KgO0WjtjD4Y;C2 12.2 Misoprostol 200µg Cès oral - Stock disponible utilisable;0.4988344988344988
2018Q2;F9w3VW1cQmb;hk Haut Katanga Province;KgO0WjtjD4Y;C2 12.2 Misoprostol 200µg Cès oral - Stock disponible utilisable;0.4592074592074592
2018Q3;F9w3VW1cQmb;hk Haut Katanga Province;KgO0WjtjD4Y;C2 12.2 Misoprostol 200µg Cès oral - Stock disponible utilisable;0.30303030303030304
2018Q1;F9w3VW1cQmb;hk Haut Katanga Province;KiOH1bO48Eg;C2 12.2 Benzylpenicilline 10ml 1.000.000 UI Injectable - Quantité consommée;0.5058275058275058
2018Q2;F9w3VW1cQmb;hk Haut Katanga Province;KiOH1bO48Eg;C2 12.2 Benzylpenicilline 10ml 1.000.000 UI Injectable - Quantité consommée;0.44988344988344986
2018Q3;F9w3VW1cQmb;hk Haut Katanga Province;KiOH1bO48Eg;C2 12.2 Benzylpenicilline 10ml 1.000.000 UI Injectable - Quantité consommée;0.30536130536130535
2018Q1;F9w3VW1cQmb;hk Haut Katanga Province;KlzxyHWSlJs;C2 12.2 Aiguille épicrânienne G23 Pce - Quantité consommée;0.48484848484848486
2018Q2;F9w3VW1cQmb;hk Haut Katanga Province;KlzxyHWSlJs;C2 12.2 Aiguille épicrânienne G23 Pce - Quantité consommée;0.46386946386946387
2018Q3;F9w3VW1cQmb;hk Haut Katanga Province;KlzxyHWSlJs;C2 12.2 Aiguille épicrânienne G23 Pce - Quantité consommée;0.29603729603729606
2018Q1;F9w3VW1cQmb;hk Haut Katanga Province;KmAWj6P9yaV;C2 12.2 Sut, PGA, tressé, 75cm, dec.4, 1 aig.1/2c,R, eff,30mm,Pce - Quantité perdue;0.46386946386946387
2018Q2;F9w3VW1cQmb;hk Haut Katanga Province;KmAWj6P9yaV;C2 12.2 Sut, PGA, tressé, 75cm, dec.4, 1 aig.1/2c,R, eff,30mm,Pce - Quantité perdue;0.4382284382284382
2018Q3;F9w3VW1cQmb;hk Haut Katanga Province;KmAWj6P9yaV;C2 12.2 Sut, PGA, tressé, 75cm, dec.4, 1 aig.1/2c,R, eff,30mm,Pce - Quantité perdue;0.29836829836829837
2018Q1;F9w3VW1cQmb;hk Haut Katanga Province;L4vcGjGEpvn;C2 12.2 Film de radiologie - Quantité perdue;0.46853146853146854
2018Q2;F9w3VW1cQmb;hk Haut Katanga Province;L4vcGjGEpvn;C2 12.2 Film de radiologie - Quantité perdue;0.4358974358974359
2018Q3;F9w3VW1cQmb;hk Haut Katanga Province;L4vcGjGEpvn;C2 12.2 Film de radiologie - Quantité perdue;0.2913752913752914
2018Q1;F9w3VW1cQmb;hk Haut Katanga Province;MAx75uCBIQP;C2 12.2 Quinine base 500 mg Cès - Stock disponible utilisable;0.5221445221445221
2018Q2;F9w3VW1cQmb;hk Haut Katanga Province;MAx75uCBIQP;C2 12.2 Quinine base 500 mg Cès - Stock disponible utilisable;0.4825174825174825
2018Q3;F9w3VW1cQmb;hk Haut Katanga Province;MAx75uCBIQP;C2 12.2 Quinine base 500 mg Cès - Stock disponible utilisable;0.31934731934731936
2018Q1;F9w3VW1cQmb;hk Haut Katanga Province;MK8ReUWOWd4;C2 12.2 Kit groupage sanguin Kit - Quantité perdue;0.48951048951048953
2018Q2;F9w3VW1cQmb;hk Haut Katanga Province;MK8ReUWOWd4;C2 12.2 Kit groupage sanguin Kit - Quantité perdue;0.44988344988344986
2018Q3;F9w3VW1cQmb;hk Haut Katanga Province;MK8ReUWOWd4;C2 12.2 Kit groupage sanguin Kit - Quantité perdue;0.29603729603729606
2018Q1;F9w3VW1cQmb;hk Haut Katanga Province;MiXXMR5eOmg;C2 12.2 Transfuseur avec filtre Pce - Quantité consommée;0.5291375291375291
2018Q2;F9w3VW1cQmb;hk Haut Katanga Province;MiXXMR5eOmg;C2 12.2 Transfuseur avec filtre Pce - Quantité consommée;0.47785547785547783
2018Q3;F9w3VW1cQmb;hk Haut Katanga Province;MiXXMR5eOmg;C2 12.2 Transfuseur avec filtre Pce - Quantité consommée;0.30536130536130535
2018Q1;F9w3VW1cQmb;hk Haut Katanga Province;MszJ1BbpAVl;C2 12.2 Double check VIH test Pierce - Quantité consommée;0.4825174825174825
2018Q2;F9w3VW1cQmb;hk Haut Katanga Province;MszJ1BbpAVl;C2 12.2 Double check VIH test Pierce - Quantité consommée;0.4382284382284382
2018Q3;F9w3VW1cQmb;hk Haut Katanga Province;MszJ1BbpAVl;C2 12.2 Double check VIH test Pierce - Quantité consommée;0.2937062937062937
2018Q1;F9w3VW1cQmb;hk Haut Katanga Province;NLaAXowEQAw;C2 12.2 Sulphate de magnésium 500mg/ml injectable - Quantité consommée;0.5104895104895105
2018Q2;F9w3VW1cQmb;hk Haut Katanga Province;NLaAXowEQAw;C2 12.2 Sulphate de magnésium 500mg/ml injectable - Quantité consommée;0.49184149184149184
2018Q3;F9w3VW1cQmb;hk Haut Katanga Province;NLaAXowEQAw;C2 12.2 Sulphate de magnésium 500mg/ml injectable - Quantité consommée;0.317016317016317
2018Q1;F9w3VW1cQmb;hk Haut Katanga Province;OCRbGXFpM8z;C2 12.2 Kétamine 10ml 50mg/ml Injectable - Quantité perdue;0.5151515151515151
2018Q2;F9w3VW1cQmb;hk Haut Katanga Province;OCRbGXFpM8z;C2 12.2 Kétamine 10ml 50mg/ml Injectable - Quantité perdue;0.4801864801864802
2018Q3;F9w3VW1cQmb;hk Haut Katanga Province;OCRbGXFpM8z;C2 12.2 Kétamine 10ml 50mg/ml Injectable - Quantité perdue;0.31002331002331
2018Q1;F9w3VW1cQmb;hk Haut Katanga Province;OIElxzc2uO3;C2 12.2 Test Kit, HIV 1+2,Elisa, 192T Veronostika, uniform II Plus 0-Pce - Quantité consommée;0.48717948717948717
2018Q2;F9w3VW1cQmb;hk Haut Katanga Province;OIElxzc2uO3;C2 12.2 Test Kit, HIV 1+2,Elisa, 192T Veronostika, uniform II Plus 0-Pce - Quantité consommée;0.44755244755244755
