period;uidlevel2;namelevel2;uid_data_element;name_data_element;value
201804;F9w3VW1cQmb;hk Haut Katanga Province;AlcLiYUVyJr;C2 12.2 Kit test securité transfusionnelle - Kit - Jours rupture de stock;0.4825174825174825
201805;F9w3VW1cQmb;hk Haut Katanga Province;AlcLiYUVyJr;C2 12.2 Kit test securité transfusionnelle - Kit - Jours rupture de stock;0.4825174825174825
201806;F9w3VW1cQmb;hk Haut Katanga Province;AlcLiYUVyJr;C2 12.2 Kit test securité transfusionnelle - Kit - Jours rupture de stock;0.42657342657342656
201807;F9w3VW1cQmb;hk Haut Katanga Province;AlcLiYUVyJr;C2 12.2 Kit test securité transfusionnelle - Kit - Jours rupture de stock;0.46153846153846156
201808;F9w3VW1cQmb;hk Haut Katanga Province;AlcLiYUVyJr;C2 12.2 Kit test securité transfusionnelle - Kit - Jours rupture de stock;0.4125874125874126
201801;F9w3VW1cQmb;hk Haut Katanga Province;AuDxGW23HIu;C2 12.2 Benzylpenicilline 10ml 1.000.000 UI Injectable - Jours rupture de stock;0.5104895104895105
201802;F9w3VW1cQmb;hk Haut Katanga Province;AuDxGW23HIu;C2 12.2 Benzylpenicilline 10ml 1.000.000 UI Injectable - Jours rupture de stock;0.5454545454545454
201803;F9w3VW1cQmb;hk Haut Katanga Province;AuDxGW23HIu;C2 12.2 Benzylpenicilline 10ml 1.000.000 UI Injectable - Jours rupture de stock;0.5314685314685315
201804;F9w3VW1cQmb;hk Haut Katanga Province;AuDxGW23HIu;C2 12.2 Benzylpenicilline 10ml 1.000.000 UI Injectable - Jours rupture de stock;0.4965034965034965
201805;F9w3VW1cQmb;hk Haut Katanga Province;AuDxGW23HIu;C2 12.2 Benzylpenicilline 10ml 1.000.000 UI Injectable - Jours rupture de stock;0.4755244755244755
201806;F9w3VW1cQmb;hk Haut Katanga Province;AuDxGW23HIu;C2 12.2 Benzylpenicilline 10ml 1.000.000 UI Injectable - Jours rupture de stock;0.43356643356643354
201807;F9w3VW1cQmb;hk Haut Katanga Province;AuDxGW23HIu;C2 12.2 Benzylpenicilline 10ml 1.000.000 UI Injectable - Jours rupture de stock;0.44755244755244755
201808;F9w3VW1cQmb;hk Haut Katanga Province;AuDxGW23HIu;C2 12.2 Benzylpenicilline 10ml 1.000.000 UI Injectable - Jours rupture de stock;0.46153846153846156
201801;F9w3VW1cQmb;hk Haut Katanga Province;BGQ6bkyvvBd;C2 12.2 Lidocaïne flacon 2% Injectable - Jours rupture de stock;0.5174825174825175
201802;F9w3VW1cQmb;hk Haut Katanga Province;BGQ6bkyvvBd;C2 12.2 Lidocaïne flacon 2% Injectable - Jours rupture de stock;0.5104895104895105
201803;F9w3VW1cQmb;hk Haut Katanga Province;BGQ6bkyvvBd;C2 12.2 Lidocaïne flacon 2% Injectable - Jours rupture de stock;0.5244755244755245
201804;F9w3VW1cQmb;hk Haut Katanga Province;BGQ6bkyvvBd;C2 12.2 Lidocaïne flacon 2% Injectable - Jours rupture de stock;0.4755244755244755
201805;F9w3VW1cQmb;hk Haut Katanga Province;BGQ6bkyvvBd;C2 12.2 Lidocaïne flacon 2% Injectable - Jours rupture de stock;0.46853146853146854
201806;F9w3VW1cQmb;hk Haut Katanga Province;BGQ6bkyvvBd;C2 12.2 Lidocaïne flacon 2% Injectable - Jours rupture de stock;0.4755244755244755
201807;F9w3VW1cQmb;hk Haut Katanga Province;BGQ6bkyvvBd;C2 12.2 Lidocaïne flacon 2% Injectable - Jours rupture de stock;0.46153846153846156
201808;F9w3VW1cQmb;hk Haut Katanga Province;BGQ6bkyvvBd;C2 12.2 Lidocaïne flacon 2% Injectable - Jours rupture de stock;0.45454545454545453
201801;F9w3VW1cQmb;hk Haut Katanga Province;BlXtUeH9W6h;C2 12.2 Test Rapide de dépistage du Paludisme (TDR) - Pce - Quantité consommée;0.5174825174825175
201802;F9w3VW1cQmb;hk Haut Katanga Province;BlXtUeH9W6h;C2 12.2 Test Rapide de dépistage du Paludisme (TDR) - Pce - Quantité consommée;0.5524475524475524
201803;F9w3VW1cQmb;hk Haut Katanga Province;BlXtUeH9W6h;C2 12.2 Test Rapide de dépistage du Paludisme (TDR) - Pce - Quantité consommée;0.5174825174825175
201804;F9w3VW1cQmb;hk Haut Katanga Province;BlXtUeH9W6h;C2 12.2 Test Rapide de dépistage du Paludisme (TDR) - Pce - Quantité consommée;0.48951048951048953
201805;F9w3VW1cQmb;hk Haut Katanga Province;BlXtUeH9W6h;C2 12.2 Test Rapide de dépistage du Paludisme (TDR) - Pce - Quantité consommée;0.4965034965034965
201806;F9w3VW1cQmb;hk Haut Katanga Province;BlXtUeH9W6h;C2 12.2 Test Rapide de dépistage du Paludisme (TDR) - Pce - Quantité consommée;0.45454545454545453
201807;F9w3VW1cQmb;hk Haut Katanga Province;BlXtUeH9W6h;C2 12.2 Test Rapide de dépistage du Paludisme (TDR) - Pce - Quantité consommée;0.5174825174825175
201808;F9w3VW1cQmb;hk Haut Katanga Province;BlXtUeH9W6h;C2 12.2 Test Rapide de dépistage du Paludisme (TDR) - Pce - Quantité consommée;0.4755244755244755
201801;F9w3VW1cQmb;hk Haut Katanga Province;BxtTwFEV8Im;C2 12.2 Adrénaline 1mg/ml Injectable - Quantité consommée;0.5664335664335665
201802;F9w3VW1cQmb;hk Haut Katanga Province;BxtTwFEV8Im;C2 12.2 Adrénaline 1mg/ml Injectable - Quantité consommée;0.5314685314685315
201803;F9w3VW1cQmb;hk Haut Katanga Province;BxtTwFEV8Im;C2 12.2 Adrénaline 1mg/ml Injectable - Quantité consommée;0.5454545454545454
201804;F9w3VW1cQmb;hk Haut Katanga Province;BxtTwFEV8Im;C2 12.2 Adrénaline 1mg/ml Injectable - Quantité consommée;0.4965034965034965
201805;F9w3VW1cQmb;hk Haut Katanga Province;BxtTwFEV8Im;C2 12.2 Adrénaline 1mg/ml Injectable - Quantité consommée;0.48951048951048953
201806;F9w3VW1cQmb;hk Haut Katanga Province;BxtTwFEV8Im;C2 12.2 Adrénaline 1mg/ml Injectable - Quantité consommée;0.48951048951048953
201807;F9w3VW1cQmb;hk Haut Katanga Province;BxtTwFEV8Im;C2 12.2 Adrénaline 1mg/ml Injectable - Quantité consommée;0.46153846153846156
201808;F9w3VW1cQmb;hk Haut Katanga Province;BxtTwFEV8Im;C2 12.2 Adrénaline 1mg/ml Injectable - Quantité consommée;0.4755244755244755
201801;F9w3VW1cQmb;hk Haut Katanga Province;C6BeHgrLLwD;C2 12.2 Sut, PGA, tressé, 75cm, dec.3, 2/0 aig.1/2c, R, eff.,30mm, Pce - Quantité perdue;0.45454545454545453
201802;F9w3VW1cQmb;hk Haut Katanga Province;C6BeHgrLLwD;C2 12.2 Sut, PGA, tressé, 75cm, dec.3, 2/0 aig.1/2c, R, eff.,30mm, Pce - Quantité perdue;0.46153846153846156
201803;F9w3VW1cQmb;hk Haut Katanga Province;C6BeHgrLLwD;C2 12.2 Sut, PGA, tressé, 75cm, dec.3, 2/0 aig.1/2c, R, eff.,30mm, Pce - Quantité perdue;0.4825174825174825
201804;F9w3VW1cQmb;hk Haut Katanga Province;C6BeHgrLLwD;C2 12.2 Sut, PGA, tressé, 75cm, dec.3, 2/0 aig.1/2c, R, eff.,30mm, Pce - Quantité perdue;0.46153846153846156
201805;F9w3VW1cQmb;hk Haut Katanga Province;C6BeHgrLLwD;C2 12.2 Sut, PGA, tressé, 75cm, dec.3, 2/0 aig.1/2c, R, eff.,30mm, Pce - Quantité perdue;0.44755244755244755
201806;F9w3VW1cQmb;hk Haut Katanga Province;C6BeHgrLLwD;C2 12.2 Sut, PGA, tressé, 75cm, dec.3, 2/0 aig.1/2c, R, eff.,30mm, Pce - Quantité perdue;0.4195804195804196
201807;F9w3VW1cQmb;hk Haut Katanga Province;C6BeHgrLLwD;C2 12.2 Sut, PGA, tressé, 75cm, dec.3, 2/0 aig.1/2c, R, eff.,30mm, Pce - Quantité perdue;0.44755244755244755
201808;F9w3VW1cQmb;hk Haut Katanga Province;C6BeHgrLLwD;C2 12.2 Sut, PGA, tressé, 75cm, dec.3, 2/0 aig.1/2c, R, eff.,30mm, Pce - Quantité perdue;0.4405594405594406
201801;F9w3VW1cQmb;hk Haut Katanga Province;CCR4qKadVSc;C2 12.2 Aiguille épicrânienne G23 Pce - Jours rupture de stock;0.4965034965034965
201802;F9w3VW1cQmb;hk Haut Katanga Province;CCR4qKadVSc;C2 12.2 Aiguille épicrânienne G23 Pce - Jours rupture de stock;0.5244755244755245
201803;F9w3VW1cQmb;hk Haut Katanga Province;CCR4qKadVSc;C2 12.2 Aiguille épicrânienne G23 Pce - Jours rupture de stock;0.5174825174825175
201804;F9w3VW1cQmb;hk Haut Katanga Province;CCR4qKadVSc;C2 12.2 Aiguille épicrânienne G23 Pce - Jours rupture de stock;0.48951048951048953
201805;F9w3VW1cQmb;hk Haut Katanga Province;CCR4qKadVSc;C2 12.2 Aiguille épicrânienne G23 Pce - Jours rupture de stock;0.4825174825174825
201806;F9w3VW1cQmb;hk Haut Katanga Province;CCR4qKadVSc;C2 12.2 Aiguille épicrânienne G23 Pce - Jours rupture de stock;0.44755244755244755
201807;F9w3VW1cQmb;hk Haut Katanga Province;CCR4qKadVSc;C2 12.2 Aiguille épicrânienne G23 Pce - Jours rupture de stock;0.4405594405594406
201808;F9w3VW1cQmb;hk Haut Katanga Province;CCR4qKadVSc;C2 12.2 Aiguille épicrânienne G23 Pce - Jours rupture de stock;0.4405594405594406
201801;F9w3VW1cQmb;hk Haut Katanga Province;CcgNp5EpmVt;C2 12.2 Adrénaline 1mg/ml Injectable - Quantité perdue;0.5174825174825175
201802;F9w3VW1cQmb;hk Haut Katanga Province;CcgNp5EpmVt;C2 12.2 Adrénaline 1mg/ml Injectable - Quantité perdue;0.5034965034965035
201803;F9w3VW1cQmb;hk Haut Katanga Province;CcgNp5EpmVt;C2 12.2 Adrénaline 1mg/ml Injectable - Quantité perdue;0.5174825174825175
201804;F9w3VW1cQmb;hk Haut Katanga Province;CcgNp5EpmVt;C2 12.2 Adrénaline 1mg/ml Injectable - Quantité perdue;0.4755244755244755
201805;F9w3VW1cQmb;hk Haut Katanga Province;CcgNp5EpmVt;C2 12.2 Adrénaline 1mg/ml Injectable - Quantité perdue;0.46153846153846156
201806;F9w3VW1cQmb;hk Haut Katanga Province;CcgNp5EpmVt;C2 12.2 Adrénaline 1mg/ml Injectable - Quantité perdue;0.46853146853146854
201807;F9w3VW1cQmb;hk Haut Katanga Province;CcgNp5EpmVt;C2 12.2 Adrénaline 1mg/ml Injectable - Quantité perdue;0.44755244755244755
201808;F9w3VW1cQmb;hk Haut Katanga Province;CcgNp5EpmVt;C2 12.2 Adrénaline 1mg/ml Injectable - Quantité perdue;0.46153846153846156
201801;F9w3VW1cQmb;hk Haut Katanga Province;CrFQcjVVphC;C2 12.2 Compresses de Gaze 10X10 Cm Pce - Quantité consommée;0.5874125874125874
201802;F9w3VW1cQmb;hk Haut Katanga Province;CrFQcjVVphC;C2 12.2 Compresses de Gaze 10X10 Cm Pce - Quantité consommée;0.5524475524475524
201803;F9w3VW1cQmb;hk Haut Katanga Province;CrFQcjVVphC;C2 12.2 Compresses de Gaze 10X10 Cm Pce - Quantité consommée;0.5524475524475524
201804;F9w3VW1cQmb;hk Haut Katanga Province;CrFQcjVVphC;C2 12.2 Compresses de Gaze 10X10 Cm Pce - Quantité consommée;0.5174825174825175
201805;F9w3VW1cQmb;hk Haut Katanga Province;CrFQcjVVphC;C2 12.2 Compresses de Gaze 10X10 Cm Pce - Quantité consommée;0.48951048951048953
201806;F9w3VW1cQmb;hk Haut Katanga Province;CrFQcjVVphC;C2 12.2 Compresses de Gaze 10X10 Cm Pce - Quantité consommée;0.4825174825174825
201807;F9w3VW1cQmb;hk Haut Katanga Province;CrFQcjVVphC;C2 12.2 Compresses de Gaze 10X10 Cm Pce - Quantité consommée;0.4825174825174825
201808;F9w3VW1cQmb;hk Haut Katanga Province;CrFQcjVVphC;C2 12.2 Compresses de Gaze 10X10 Cm Pce - Quantité consommée;0.48951048951048953
201801;F9w3VW1cQmb;hk Haut Katanga Province;D3cX22lTTT2;C2 12.2 Sut, PGA, tressé, 75cm, dec.4, 1 aig.1/2c,R, eff,30mm,Pce - Quantité consommée;0.4755244755244755
201802;F9w3VW1cQmb;hk Haut Katanga Province;D3cX22lTTT2;C2 12.2 Sut, PGA, tressé, 75cm, dec.4, 1 aig.1/2c,R, eff,30mm,Pce - Quantité consommée;0.4755244755244755
201803;F9w3VW1cQmb;hk Haut Katanga Province;D3cX22lTTT2;C2 12.2 Sut, PGA, tressé, 75cm, dec.4, 1 aig.1/2c,R, eff,30mm,Pce - Quantité consommée;0.48951048951048953
201804;F9w3VW1cQmb;hk Haut Katanga Province;D3cX22lTTT2;C2 12.2 Sut, PGA, tressé, 75cm, dec.4, 1 aig.1/2c,R, eff,30mm,Pce - Quantité consommée;0.4755244755244755
201805;F9w3VW1cQmb;hk Haut Katanga Province;D3cX22lTTT2;C2 12.2 Sut, PGA, tressé, 75cm, dec.4, 1 aig.1/2c,R, eff,30mm,Pce - Quantité consommée;0.44755244755244755
201806;F9w3VW1cQmb;hk Haut Katanga Province;D3cX22lTTT2;C2 12.2 Sut, PGA, tressé, 75cm, dec.4, 1 aig.1/2c,R, eff,30mm,Pce - Quantité consommée;0.42657342657342656
201807;F9w3VW1cQmb;hk Haut Katanga Province;D3cX22lTTT2;C2 12.2 Sut, PGA, tressé, 75cm, dec.4, 1 aig.1/2c,R, eff,30mm,Pce - Quantité consommée;0.45454545454545453
201808;F9w3VW1cQmb;hk Haut Katanga Province;D3cX22lTTT2;C2 12.2 Sut, PGA, tressé, 75cm, dec.4, 1 aig.1/2c,R, eff,30mm,Pce - Quantité consommée;0.4405594405594406
201801;F9w3VW1cQmb;hk Haut Katanga Province;DDyr7dGAaDF;C2 12.2 Double check VIH test Pierce - Quantité perdue;0.46153846153846156
201802;F9w3VW1cQmb;hk Haut Katanga Province;DDyr7dGAaDF;C2 12.2 Double check VIH test Pierce - Quantité perdue;0.46853146853146854
201803;F9w3VW1cQmb;hk Haut Katanga Province;DDyr7dGAaDF;C2 12.2 Double check VIH test Pierce - Quantité perdue;0.5034965034965035
201804;F9w3VW1cQmb;hk Haut Katanga Province;DDyr7dGAaDF;C2 12.2 Double check VIH test Pierce - Quantité perdue;0.44755244755244755
201805;F9w3VW1cQmb;hk Haut Katanga Province;DDyr7dGAaDF;C2 12.2 Double check VIH test Pierce - Quantité perdue;0.44755244755244755
201806;F9w3VW1cQmb;hk Haut Katanga Province;DDyr7dGAaDF;C2 12.2 Double check VIH test Pierce - Quantité perdue;0.4125874125874126
201807;F9w3VW1cQmb;hk Haut Katanga Province;DDyr7dGAaDF;C2 12.2 Double check VIH test Pierce - Quantité perdue;0.43356643356643354
201808;F9w3VW1cQmb;hk Haut Katanga Province;DDyr7dGAaDF;C2 12.2 Double check VIH test Pierce - Quantité perdue;0.43356643356643354
201801;F9w3VW1cQmb;hk Haut Katanga Province;DN7U22IdwtJ;C2 12.2 Dextrose(Glucose) (250, 500 ml) 5% Injectable - Stock disponible utilisable;0.5804195804195804
201802;F9w3VW1cQmb;hk Haut Katanga Province;DN7U22IdwtJ;C2 12.2 Dextrose(Glucose) (250, 500 ml) 5% Injectable - Stock disponible utilisable;0.5524475524475524
201803;F9w3VW1cQmb;hk Haut Katanga Province;DN7U22IdwtJ;C2 12.2 Dextrose(Glucose) (250, 500 ml) 5% Injectable - Stock disponible utilisable;0.5594405594405595
201804;F9w3VW1cQmb;hk Haut Katanga Province;DN7U22IdwtJ;C2 12.2 Dextrose(Glucose) (250, 500 ml) 5% Injectable - Stock disponible utilisable;0.5104895104895105
201805;F9w3VW1cQmb;hk Haut Katanga Province;DN7U22IdwtJ;C2 12.2 Dextrose(Glucose) (250, 500 ml) 5% Injectable - Stock disponible utilisable;0.5034965034965035
201806;F9w3VW1cQmb;hk Haut Katanga Province;DN7U22IdwtJ;C2 12.2 Dextrose(Glucose) (250, 500 ml) 5% Injectable - Stock disponible utilisable;0.48951048951048953
201807;F9w3VW1cQmb;hk Haut Katanga Province;DN7U22IdwtJ;C2 12.2 Dextrose(Glucose) (250, 500 ml) 5% Injectable - Stock disponible utilisable;0.4965034965034965
201808;F9w3VW1cQmb;hk Haut Katanga Province;DN7U22IdwtJ;C2 12.2 Dextrose(Glucose) (250, 500 ml) 5% Injectable - Stock disponible utilisable;0.5104895104895105
201801;F9w3VW1cQmb;hk Haut Katanga Province;DPYJ6RE4SDb;C2 12.2 Atropine 5mg/ml Injectable - Quantité consommée;0.5944055944055944
201802;F9w3VW1cQmb;hk Haut Katanga Province;DPYJ6RE4SDb;C2 12.2 Atropine 5mg/ml Injectable - Quantité consommée;0.5454545454545454
201803;F9w3VW1cQmb;hk Haut Katanga Province;DPYJ6RE4SDb;C2 12.2 Atropine 5mg/ml Injectable - Quantité consommée;0.5524475524475524
201804;F9w3VW1cQmb;hk Haut Katanga Province;DPYJ6RE4SDb;C2 12.2 Atropine 5mg/ml Injectable - Quantité consommée;0.5314685314685315
201805;F9w3VW1cQmb;hk Haut Katanga Province;DPYJ6RE4SDb;C2 12.2 Atropine 5mg/ml Injectable - Quantité consommée;0.5314685314685315
201806;F9w3VW1cQmb;hk Haut Katanga Province;DPYJ6RE4SDb;C2 12.2 Atropine 5mg/ml Injectable - Quantité consommée;0.48951048951048953
201807;F9w3VW1cQmb;hk Haut Katanga Province;DPYJ6RE4SDb;C2 12.2 Atropine 5mg/ml Injectable - Quantité consommée;0.4825174825174825
201808;F9w3VW1cQmb;hk Haut Katanga Province;DPYJ6RE4SDb;C2 12.2 Atropine 5mg/ml Injectable - Quantité consommée;0.48951048951048953
201801;F9w3VW1cQmb;hk Haut Katanga Province;EjcIo6J1eUs;C2 12.2 Test syphilis (RPR ou SD Bioline)-Pce - Stock disponible utilisable;0.5314685314685315
201802;F9w3VW1cQmb;hk Haut Katanga Province;EjcIo6J1eUs;C2 12.2 Test syphilis (RPR ou SD Bioline)-Pce - Stock disponible utilisable;0.5314685314685315
201803;F9w3VW1cQmb;hk Haut Katanga Province;EjcIo6J1eUs;C2 12.2 Test syphilis (RPR ou SD Bioline)-Pce - Stock disponible utilisable;0.4965034965034965
201804;F9w3VW1cQmb;hk Haut Katanga Province;EjcIo6J1eUs;C2 12.2 Test syphilis (RPR ou SD Bioline)-Pce - Stock disponible utilisable;0.5104895104895105
201805;F9w3VW1cQmb;hk Haut Katanga Province;EjcIo6J1eUs;C2 12.2 Test syphilis (RPR ou SD Bioline)-Pce - Stock disponible utilisable;0.48951048951048953
201806;F9w3VW1cQmb;hk Haut Katanga Province;EjcIo6J1eUs;C2 12.2 Test syphilis (RPR ou SD Bioline)-Pce - Stock disponible utilisable;0.45454545454545453
201807;F9w3VW1cQmb;hk Haut Katanga Province;EjcIo6J1eUs;C2 12.2 Test syphilis (RPR ou SD Bioline)-Pce - Stock disponible utilisable;0.4755244755244755
201808;F9w3VW1cQmb;hk Haut Katanga Province;EjcIo6J1eUs;C2 12.2 Test syphilis (RPR ou SD Bioline)-Pce - Stock disponible utilisable;0.46153846153846156
201801;F9w3VW1cQmb;hk Haut Katanga Province;FS5DcIzW82K;C2 12.2 Adrénaline 1mg/ml Injectable - Jours rupture de stock;0.5384615384615384
201802;F9w3VW1cQmb;hk Haut Katanga Province;FS5DcIzW82K;C2 12.2 Adrénaline 1mg/ml Injectable - Jours rupture de stock;0.5244755244755245
201803;F9w3VW1cQmb;hk Haut Katanga Province;FS5DcIzW82K;C2 12.2 Adrénaline 1mg/ml Injectable - Jours rupture de stock;0.5244755244755245
201804;F9w3VW1cQmb;hk Haut Katanga Province;FS5DcIzW82K;C2 12.2 Adrénaline 1mg/ml Injectable - Jours rupture de stock;0.48951048951048953
201805;F9w3VW1cQmb;hk Haut Katanga Province;FS5DcIzW82K;C2 12.2 Adrénaline 1mg/ml Injectable - Jours rupture de stock;0.4755244755244755
