"","level_2_id","level_2_name","level_3_id","level_3_name","periods","line","value"
"32","an1cK6GbbVw","lm Lomami Province","HDHPGpYow9n","lm Kalonda Est Zone de Santé","201708","TDF+3TC+EFV",3
"33","an1cK6GbbVw","lm Lomami Province","HDHPGpYow9n","lm Kalonda Est Zone de Santé","201708","TDF+3TC+NVP",0
"34","an1cK6GbbVw","lm Lomami Province","HDHPGpYow9n","lm Kalonda Est Zone de Santé","201807","ABC + 3TC + EFV",0
"35","an1cK6GbbVw","lm Lomami Province","HDHPGpYow9n","lm Kalonda Est Zone de Santé","201807","ABC + 3TC + LPV/r",0
"36","an1cK6GbbVw","lm Lomami Province","HDHPGpYow9n","lm Kalonda Est Zone de Santé","201807","ABC + 3TC + NVP",0
"37","an1cK6GbbVw","lm Lomami Province","HDHPGpYow9n","lm Kalonda Est Zone de Santé","201807","AZT + 3TC + LPV/r",0
"38","an1cK6GbbVw","lm Lomami Province","HDHPGpYow9n","lm Kalonda Est Zone de Santé","201807","AZT+3TC+ EFV",0
"39","an1cK6GbbVw","lm Lomami Province","HDHPGpYow9n","lm Kalonda Est Zone de Santé","201807","AZT+3TC+NVP",1
"40","an1cK6GbbVw","lm Lomami Province","HDHPGpYow9n","lm Kalonda Est Zone de Santé","201807","TDF + 3TC + LPV/r",0
"41","an1cK6GbbVw","lm Lomami Province","HDHPGpYow9n","lm Kalonda Est Zone de Santé","201807","TDF + FTC + NVP",0
"42","an1cK6GbbVw","lm Lomami Province","HDHPGpYow9n","lm Kalonda Est Zone de Santé","201807","TDF+ FTC + EFV",0
"43","an1cK6GbbVw","lm Lomami Province","HDHPGpYow9n","lm Kalonda Est Zone de Santé","201807","TDF+3TC+EFV",61
"44","an1cK6GbbVw","lm Lomami Province","HDHPGpYow9n","lm Kalonda Est Zone de Santé","201807","TDF+3TC+NVP",0
"45","an1cK6GbbVw","lm Lomami Province","hhPQBTvWnWR","lm Lubao Zone de Santé","201807","ABC + 3TC + EFV",0
"46","an1cK6GbbVw","lm Lomami Province","hhPQBTvWnWR","lm Lubao Zone de Santé","201807","ABC + 3TC + LPV/r",0
"47","an1cK6GbbVw","lm Lomami Province","hhPQBTvWnWR","lm Lubao Zone de Santé","201807","ABC + 3TC + NVP",0
"48","an1cK6GbbVw","lm Lomami Province","hhPQBTvWnWR","lm Lubao Zone de Santé","201807","AZT + 3TC + LPV/r",0
"49","an1cK6GbbVw","lm Lomami Province","hhPQBTvWnWR","lm Lubao Zone de Santé","201807","AZT+3TC+ EFV",1
"50","an1cK6GbbVw","lm Lomami Province","hhPQBTvWnWR","lm Lubao Zone de Santé","201807","AZT+3TC+NVP",4
"51","an1cK6GbbVw","lm Lomami Province","hhPQBTvWnWR","lm Lubao Zone de Santé","201807","TDF + 3TC + LPV/r",0
"52","an1cK6GbbVw","lm Lomami Province","hhPQBTvWnWR","lm Lubao Zone de Santé","201807","TDF + FTC + NVP",0
"53","an1cK6GbbVw","lm Lomami Province","hhPQBTvWnWR","lm Lubao Zone de Santé","201807","TDF+ FTC + EFV",0
"54","an1cK6GbbVw","lm Lomami Province","hhPQBTvWnWR","lm Lubao Zone de Santé","201807","TDF+3TC+EFV",17
"55","an1cK6GbbVw","lm Lomami Province","hhPQBTvWnWR","lm Lubao Zone de Santé","201807","TDF+3TC+NVP",1
"56","an1cK6GbbVw","lm Lomami Province","S7r6j8vvjBa","lm Kabinda Zone de Santé","201708","ABC + 3TC + EFV",0
"57","an1cK6GbbVw","lm Lomami Province","S7r6j8vvjBa","lm Kabinda Zone de Santé","201708","ABC + 3TC + LPV/r",0
"58","an1cK6GbbVw","lm Lomami Province","S7r6j8vvjBa","lm Kabinda Zone de Santé","201708","ABC + 3TC + NVP",0
"59","an1cK6GbbVw","lm Lomami Province","S7r6j8vvjBa","lm Kabinda Zone de Santé","201708","AZT + 3TC + LPV/r",0
"60","an1cK6GbbVw","lm Lomami Province","S7r6j8vvjBa","lm Kabinda Zone de Santé","201708","AZT+3TC+ EFV",0
"61","an1cK6GbbVw","lm Lomami Province","S7r6j8vvjBa","lm Kabinda Zone de Santé","201708","AZT+3TC+NVP",48
"62","an1cK6GbbVw","lm Lomami Province","S7r6j8vvjBa","lm Kabinda Zone de Santé","201708","TDF + 3TC + LPV/r",0
"63","an1cK6GbbVw","lm Lomami Province","S7r6j8vvjBa","lm Kabinda Zone de Santé","201708","TDF + FTC + NVP",0
"64","an1cK6GbbVw","lm Lomami Province","S7r6j8vvjBa","lm Kabinda Zone de Santé","201708","TDF+ FTC + EFV",2
"65","an1cK6GbbVw","lm Lomami Province","S7r6j8vvjBa","lm Kabinda Zone de Santé","201708","TDF+3TC+EFV",82
"66","an1cK6GbbVw","lm Lomami Province","S7r6j8vvjBa","lm Kabinda Zone de Santé","201708","TDF+3TC+NVP",0
"67","an1cK6GbbVw","lm Lomami Province","S7r6j8vvjBa","lm Kabinda Zone de Santé","201711","ABC + 3TC + EFV",0
"68","an1cK6GbbVw","lm Lomami Province","S7r6j8vvjBa","lm Kabinda Zone de Santé","201711","ABC + 3TC + LPV/r",0
"69","an1cK6GbbVw","lm Lomami Province","S7r6j8vvjBa","lm Kabinda Zone de Santé","201711","ABC + 3TC + NVP",0
"70","an1cK6GbbVw","lm Lomami Province","S7r6j8vvjBa","lm Kabinda Zone de Santé","201711","AZT + 3TC + LPV/r",0
"71","an1cK6GbbVw","lm Lomami Province","S7r6j8vvjBa","lm Kabinda Zone de Santé","201711","AZT+3TC+ EFV",0
"72","an1cK6GbbVw","lm Lomami Province","S7r6j8vvjBa","lm Kabinda Zone de Santé","201711","AZT+3TC+NVP",0
"73","an1cK6GbbVw","lm Lomami Province","S7r6j8vvjBa","lm Kabinda Zone de Santé","201711","TDF + 3TC + LPV/r",0
"74","an1cK6GbbVw","lm Lomami Province","S7r6j8vvjBa","lm Kabinda Zone de Santé","201711","TDF + FTC + NVP",0
"75","an1cK6GbbVw","lm Lomami Province","S7r6j8vvjBa","lm Kabinda Zone de Santé","201711","TDF+ FTC + EFV",0
"76","an1cK6GbbVw","lm Lomami Province","S7r6j8vvjBa","lm Kabinda Zone de Santé","201711","TDF+3TC+EFV",2
"77","an1cK6GbbVw","lm Lomami Province","S7r6j8vvjBa","lm Kabinda Zone de Santé","201711","TDF+3TC+NVP",0
"78","an1cK6GbbVw","lm Lomami Province","S7r6j8vvjBa","lm Kabinda Zone de Santé","201807","ABC + 3TC + EFV",0
"79","an1cK6GbbVw","lm Lomami Province","S7r6j8vvjBa","lm Kabinda Zone de Santé","201807","ABC + 3TC + LPV/r",0
"80","an1cK6GbbVw","lm Lomami Province","S7r6j8vvjBa","lm Kabinda Zone de Santé","201807","ABC + 3TC + NVP",0
"81","an1cK6GbbVw","lm Lomami Province","S7r6j8vvjBa","lm Kabinda Zone de Santé","201807","AZT + 3TC + LPV/r",0
"82","an1cK6GbbVw","lm Lomami Province","S7r6j8vvjBa","lm Kabinda Zone de Santé","201807","AZT+3TC+ EFV",1
"83","an1cK6GbbVw","lm Lomami Province","S7r6j8vvjBa","lm Kabinda Zone de Santé","201807","AZT+3TC+NVP",50
"84","an1cK6GbbVw","lm Lomami Province","S7r6j8vvjBa","lm Kabinda Zone de Santé","201807","TDF + 3TC + LPV/r",0
"85","an1cK6GbbVw","lm Lomami Province","S7r6j8vvjBa","lm Kabinda Zone de Santé","201807","TDF + FTC + NVP",0
"86","an1cK6GbbVw","lm Lomami Province","S7r6j8vvjBa","lm Kabinda Zone de Santé","201807","TDF+ FTC + EFV",0
"87","an1cK6GbbVw","lm Lomami Province","S7r6j8vvjBa","lm Kabinda Zone de Santé","201807","TDF+3TC+EFV",148
"88","an1cK6GbbVw","lm Lomami Province","S7r6j8vvjBa","lm Kabinda Zone de Santé","201807","TDF+3TC+NVP",0
"89","an1cK6GbbVw","lm Lomami Province","S7r6j8vvjBa","lm Kabinda Zone de Santé","201808","ABC + 3TC + EFV",0
"90","an1cK6GbbVw","lm Lomami Province","S7r6j8vvjBa","lm Kabinda Zone de Santé","201808","ABC + 3TC + LPV/r",0
"91","an1cK6GbbVw","lm Lomami Province","S7r6j8vvjBa","lm Kabinda Zone de Santé","201808","ABC + 3TC + NVP",0
"92","an1cK6GbbVw","lm Lomami Province","S7r6j8vvjBa","lm Kabinda Zone de Santé","201808","AZT + 3TC + LPV/r",0
"93","an1cK6GbbVw","lm Lomami Province","S7r6j8vvjBa","lm Kabinda Zone de Santé","201808","AZT+3TC+ EFV",0
"94","an1cK6GbbVw","lm Lomami Province","S7r6j8vvjBa","lm Kabinda Zone de Santé","201808","AZT+3TC+NVP",47
"95","an1cK6GbbVw","lm Lomami Province","S7r6j8vvjBa","lm Kabinda Zone de Santé","201808","TDF + 3TC + LPV/r",0
"96","an1cK6GbbVw","lm Lomami Province","S7r6j8vvjBa","lm Kabinda Zone de Santé","201808","TDF + FTC + NVP",0
"97","an1cK6GbbVw","lm Lomami Province","S7r6j8vvjBa","lm Kabinda Zone de Santé","201808","TDF+ FTC + EFV",0
"98","an1cK6GbbVw","lm Lomami Province","S7r6j8vvjBa","lm Kabinda Zone de Santé","201808","TDF+3TC+EFV",84
"99","an1cK6GbbVw","lm Lomami Province","S7r6j8vvjBa","lm Kabinda Zone de Santé","201808","TDF+3TC+NVP",0
"100","an1cK6GbbVw","lm Lomami Province","TQFaajAiBvD","lm NGandajika Zone de Santé","201807","ABC + 3TC + EFV",0
"101","an1cK6GbbVw","lm Lomami Province","TQFaajAiBvD","lm NGandajika Zone de Santé","201807","ABC + 3TC + LPV/r",0
"102","an1cK6GbbVw","lm Lomami Province","TQFaajAiBvD","lm NGandajika Zone de Santé","201807","ABC + 3TC + NVP",0
"103","an1cK6GbbVw","lm Lomami Province","TQFaajAiBvD","lm NGandajika Zone de Santé","201807","AZT + 3TC + LPV/r",0
"104","an1cK6GbbVw","lm Lomami Province","TQFaajAiBvD","lm NGandajika Zone de Santé","201807","AZT+3TC+ EFV",0
"105","an1cK6GbbVw","lm Lomami Province","TQFaajAiBvD","lm NGandajika Zone de Santé","201807","AZT+3TC+NVP",5
"106","an1cK6GbbVw","lm Lomami Province","TQFaajAiBvD","lm NGandajika Zone de Santé","201807","TDF + 3TC + LPV/r",0
"107","an1cK6GbbVw","lm Lomami Province","TQFaajAiBvD","lm NGandajika Zone de Santé","201807","TDF + FTC + NVP",0
"108","an1cK6GbbVw","lm Lomami Province","TQFaajAiBvD","lm NGandajika Zone de Santé","201807","TDF+ FTC + EFV",0
"109","an1cK6GbbVw","lm Lomami Province","TQFaajAiBvD","lm NGandajika Zone de Santé","201807","TDF+3TC+EFV",193
"110","an1cK6GbbVw","lm Lomami Province","TQFaajAiBvD","lm NGandajika Zone de Santé","201807","TDF+3TC+NVP",0
"111","an1cK6GbbVw","lm Lomami Province","x0EmG1LRyjy","lm Makota Zone de Santé","201807","ABC + 3TC + EFV",0
"112","an1cK6GbbVw","lm Lomami Province","x0EmG1LRyjy","lm Makota Zone de Santé","201807","ABC + 3TC + LPV/r",0
"113","an1cK6GbbVw","lm Lomami Province","x0EmG1LRyjy","lm Makota Zone de Santé","201807","ABC + 3TC + NVP",0
"114","an1cK6GbbVw","lm Lomami Province","x0EmG1LRyjy","lm Makota Zone de Santé","201807","AZT + 3TC + LPV/r",0
"115","an1cK6GbbVw","lm Lomami Province","x0EmG1LRyjy","lm Makota Zone de Santé","201807","AZT+3TC+ EFV",0
"116","an1cK6GbbVw","lm Lomami Province","x0EmG1LRyjy","lm Makota Zone de Santé","201807","AZT+3TC+NVP",9
"117","an1cK6GbbVw","lm Lomami Province","x0EmG1LRyjy","lm Makota Zone de Santé","201807","TDF + 3TC + LPV/r",0
"118","an1cK6GbbVw","lm Lomami Province","x0EmG1LRyjy","lm Makota Zone de Santé","201807","TDF + FTC + NVP",2
"119","an1cK6GbbVw","lm Lomami Province","x0EmG1LRyjy","lm Makota Zone de Santé","201807","TDF+ FTC + EFV",0
"120","an1cK6GbbVw","lm Lomami Province","x0EmG1LRyjy","lm Makota Zone de Santé","201807","TDF+3TC+EFV",395
"121","an1cK6GbbVw","lm Lomami Province","x0EmG1LRyjy","lm Makota Zone de Santé","201807","TDF+3TC+NVP",0
"122","an1cK6GbbVw","lm Lomami Province","yft32K4WOYZ","lm Mweneditu Zone de Santé","201708","ABC + 3TC + EFV",0
"123","an1cK6GbbVw","lm Lomami Province","yft32K4WOYZ","lm Mweneditu Zone de Santé","201708","ABC + 3TC + LPV/r",0
"124","an1cK6GbbVw","lm Lomami Province","yft32K4WOYZ","lm Mweneditu Zone de Santé","201708","ABC + 3TC + NVP",0
"125","an1cK6GbbVw","lm Lomami Province","yft32K4WOYZ","lm Mweneditu Zone de Santé","201708","AZT + 3TC + LPV/r",0
"126","an1cK6GbbVw","lm Lomami Province","yft32K4WOYZ","lm Mweneditu Zone de Santé","201708","AZT+3TC+ EFV",0
"127","an1cK6GbbVw","lm Lomami Province","yft32K4WOYZ","lm Mweneditu Zone de Santé","201708","AZT+3TC+NVP",0
"128","an1cK6GbbVw","lm Lomami Province","yft32K4WOYZ","lm Mweneditu Zone de Santé","201708","TDF + 3TC + LPV/r",0
"129","an1cK6GbbVw","lm Lomami Province","yft32K4WOYZ","lm Mweneditu Zone de Santé","201708","TDF + FTC + NVP",0
"130","an1cK6GbbVw","lm Lomami Province","yft32K4WOYZ","lm Mweneditu Zone de Santé","201708","TDF+ FTC + EFV",0
"131","an1cK6GbbVw","lm Lomami Province","yft32K4WOYZ","lm Mweneditu Zone de Santé","201708","TDF+3TC+EFV",0
"132","an1cK6GbbVw","lm Lomami Province","yft32K4WOYZ","lm Mweneditu Zone de Santé","201708","TDF+3TC+NVP",0
"133","an1cK6GbbVw","lm Lomami Province","yft32K4WOYZ","lm Mweneditu Zone de Santé","201807","AZT+3TC+ EFV",25
"134","an1cK6GbbVw","lm Lomami Province","yft32K4WOYZ","lm Mweneditu Zone de Santé","201807","AZT+3TC+NVP",16
"135","an1cK6GbbVw","lm Lomami Province","yft32K4WOYZ","lm Mweneditu Zone de Santé","201807","TDF+ FTC + EFV",3
"136","an1cK6GbbVw","lm Lomami Province","yft32K4WOYZ","lm Mweneditu Zone de Santé","201807","TDF+3TC+EFV",484
"137","an1cK6GbbVw","lm Lomami Province","yft32K4WOYZ","lm Mweneditu Zone de Santé","201808","AZT+3TC+ EFV",3
"138","an1cK6GbbVw","lm Lomami Province","yft32K4WOYZ","lm Mweneditu Zone de Santé","201808","AZT+3TC+NVP",2
"139","an1cK6GbbVw","lm Lomami Province","yft32K4WOYZ","lm Mweneditu Zone de Santé","201808","TDF + FTC + NVP",2
"140","an1cK6GbbVw","lm Lomami Province","yft32K4WOYZ","lm Mweneditu Zone de Santé","201808","TDF+ FTC + EFV",3
"141","an1cK6GbbVw","lm Lomami Province","yft32K4WOYZ","lm Mweneditu Zone de Santé","201808","TDF+3TC+EFV",395
"142","BmKjwqc6BEw","kl Kwilu Province","e6Wpbl5nqcD","kl Bulungu Zone de Santé","201701","TDF+3TC+EFV",10
"143","BmKjwqc6BEw","kl Kwilu Province","e6Wpbl5nqcD","kl Bulungu Zone de Santé","201702","TDF+3TC+EFV",12
"144","BmKjwqc6BEw","kl Kwilu Province","e6Wpbl5nqcD","kl Bulungu Zone de Santé","201703","TDF+3TC+EFV",11
"145","BmKjwqc6BEw","kl Kwilu Province","e6Wpbl5nqcD","kl Bulungu Zone de Santé","201704","TDF+ FTC + EFV",12
"146","BmKjwqc6BEw","kl Kwilu Province","e6Wpbl5nqcD","kl Bulungu Zone de Santé","201705","AZT+3TC+NVP",3
"147","BmKjwqc6BEw","kl Kwilu Province","e6Wpbl5nqcD","kl Bulungu Zone de Santé","201705","TDF+3TC+EFV",9
"148","BmKjwqc6BEw","kl Kwilu Province","e6Wpbl5nqcD","kl Bulungu Zone de Santé","201706","TDF+ FTC + EFV",9
"149","BmKjwqc6BEw","kl Kwilu Province","e6Wpbl5nqcD","kl Bulungu Zone de Santé","201706","TDF+3TC+NVP",3
"150","BmKjwqc6BEw","kl Kwilu Province","e6Wpbl5nqcD","kl Bulungu Zone de Santé","201707","TDF+ FTC + EFV",8
"151","BmKjwqc6BEw","kl Kwilu Province","e6Wpbl5nqcD","kl Bulungu Zone de Santé","201707","TDF+3TC+NVP",3
"152","BmKjwqc6BEw","kl Kwilu Province","e6Wpbl5nqcD","kl Bulungu Zone de Santé","201708","AZT+3TC+NVP",3
"153","BmKjwqc6BEw","kl Kwilu Province","e6Wpbl5nqcD","kl Bulungu Zone de Santé","201708","TDF+3TC+EFV",10
"154","BmKjwqc6BEw","kl Kwilu Province","e6Wpbl5nqcD","kl Bulungu Zone de Santé","201709","TDF + FTC + NVP",3
"155","BmKjwqc6BEw","kl Kwilu Province","e6Wpbl5nqcD","kl Bulungu Zone de Santé","201709","TDF+3TC+EFV",11
"156","BmKjwqc6BEw","kl Kwilu Province","e6Wpbl5nqcD","kl Bulungu Zone de Santé","201710","TDF+3TC+EFV",13
"157","BmKjwqc6BEw","kl Kwilu Province","e6Wpbl5nqcD","kl Bulungu Zone de Santé","201710","TDF+3TC+NVP",3
"158","BmKjwqc6BEw","kl Kwilu Province","e6Wpbl5nqcD","kl Bulungu Zone de Santé","201712","TDF+3TC+EFV",13
"159","BmKjwqc6BEw","kl Kwilu Province","e6Wpbl5nqcD","kl Bulungu Zone de Santé","201712","TDF+3TC+NVP",3
"160","BmKjwqc6BEw","kl Kwilu Province","fXTBfVcge4w","kl Vanga Zone de Santé","201701","ABC + 3TC + EFV",0
"161","BmKjwqc6BEw","kl Kwilu Province","fXTBfVcge4w","kl Vanga Zone de Santé","201701","ABC + 3TC + LPV/r",0
"162","BmKjwqc6BEw","kl Kwilu Province","fXTBfVcge4w","kl Vanga Zone de Santé","201701","ABC + 3TC + NVP",0
"163","BmKjwqc6BEw","kl Kwilu Province","fXTBfVcge4w","kl Vanga Zone de Santé","201701","AZT + 3TC + LPV/r",0
"164","BmKjwqc6BEw","kl Kwilu Province","fXTBfVcge4w","kl Vanga Zone de Santé","201701","AZT+3TC+ EFV",0
"165","BmKjwqc6BEw","kl Kwilu Province","fXTBfVcge4w","kl Vanga Zone de Santé","201701","AZT+3TC+NVP",99
"166","BmKjwqc6BEw","kl Kwilu Province","fXTBfVcge4w","kl Vanga Zone de Santé","201701","TDF + 3TC + LPV/r",0
"167","BmKjwqc6BEw","kl Kwilu Province","fXTBfVcge4w","kl Vanga Zone de Santé","201701","TDF + FTC + NVP",0
"168","BmKjwqc6BEw","kl Kwilu Province","fXTBfVcge4w","kl Vanga Zone de Santé","201701","TDF+ FTC + EFV",0
"169","BmKjwqc6BEw","kl Kwilu Province","fXTBfVcge4w","kl Vanga Zone de Santé","201701","TDF+3TC+EFV",24
"170","BmKjwqc6BEw","kl Kwilu Province","fXTBfVcge4w","kl Vanga Zone de Santé","201701","TDF+3TC+NVP",0
"171","BmKjwqc6BEw","kl Kwilu Province","fXTBfVcge4w","kl Vanga Zone de Santé","201702","ABC + 3TC + EFV",0
"172","BmKjwqc6BEw","kl Kwilu Province","fXTBfVcge4w","kl Vanga Zone de Santé","201702","ABC + 3TC + LPV/r",0
"173","BmKjwqc6BEw","kl Kwilu Province","fXTBfVcge4w","kl Vanga Zone de Santé","201702","ABC + 3TC + NVP",0
"174","BmKjwqc6BEw","kl Kwilu Province","fXTBfVcge4w","kl Vanga Zone de Santé","201702","AZT + 3TC + LPV/r",0
"175","BmKjwqc6BEw","kl Kwilu Province","fXTBfVcge4w","kl Vanga Zone de Santé","201702","AZT+3TC+ EFV",0
"176","BmKjwqc6BEw","kl Kwilu Province","fXTBfVcge4w","kl Vanga Zone de Santé","201702","AZT+3TC+NVP",0
"177","BmKjwqc6BEw","kl Kwilu Province","fXTBfVcge4w","kl Vanga Zone de Santé","201702","TDF + 3TC + LPV/r",0
"178","BmKjwqc6BEw","kl Kwilu Province","fXTBfVcge4w","kl Vanga Zone de Santé","201702","TDF + FTC + NVP",0
"179","BmKjwqc6BEw","kl Kwilu Province","fXTBfVcge4w","kl Vanga Zone de Santé","201702","TDF+ FTC + EFV",0
"180","BmKjwqc6BEw","kl Kwilu Province","fXTBfVcge4w","kl Vanga Zone de Santé","201702","TDF+3TC+EFV",6
"181","BmKjwqc6BEw","kl Kwilu Province","fXTBfVcge4w","kl Vanga Zone de Santé","201702","TDF+3TC+NVP",0
"182","BmKjwqc6BEw","kl Kwilu Province","fXTBfVcge4w","kl Vanga Zone de Santé","201703","ABC + 3TC + EFV",2
"183","BmKjwqc6BEw","kl Kwilu Province","fXTBfVcge4w","kl Vanga Zone de Santé","201703","ABC + 3TC + LPV/r",0
"184","BmKjwqc6BEw","kl Kwilu Province","fXTBfVcge4w","kl Vanga Zone de Santé","201703","ABC + 3TC + NVP",0
"185","BmKjwqc6BEw","kl Kwilu Province","fXTBfVcge4w","kl Vanga Zone de Santé","201703","AZT + 3TC + LPV/r",0
"186","BmKjwqc6BEw","kl Kwilu Province","fXTBfVcge4w","kl Vanga Zone de Santé","201703","AZT+3TC+ EFV",0
"187","BmKjwqc6BEw","kl Kwilu Province","fXTBfVcge4w","kl Vanga Zone de Santé","201703","AZT+3TC+NVP",0
"188","BmKjwqc6BEw","kl Kwilu Province","fXTBfVcge4w","kl Vanga Zone de Santé","201703","TDF + 3TC + LPV/r",3
"189","BmKjwqc6BEw","kl Kwilu Province","fXTBfVcge4w","kl Vanga Zone de Santé","201703","TDF + FTC + NVP",0
"190","BmKjwqc6BEw","kl Kwilu Province","fXTBfVcge4w","kl Vanga Zone de Santé","201703","TDF+ FTC + EFV",0
"191","BmKjwqc6BEw","kl Kwilu Province","fXTBfVcge4w","kl Vanga Zone de Santé","201703","TDF+3TC+EFV",10
"192","BmKjwqc6BEw","kl Kwilu Province","fXTBfVcge4w","kl Vanga Zone de Santé","201703","TDF+3TC+NVP",0
"193","BmKjwqc6BEw","kl Kwilu Province","fXTBfVcge4w","kl Vanga Zone de Santé","201704","ABC + 3TC + EFV",0
"194","BmKjwqc6BEw","kl Kwilu Province","fXTBfVcge4w","kl Vanga Zone de Santé","201704","ABC + 3TC + LPV/r",0
"195","BmKjwqc6BEw","kl Kwilu Province","fXTBfVcge4w","kl Vanga Zone de Santé","201704","ABC + 3TC + NVP",0
"196","BmKjwqc6BEw","kl Kwilu Province","fXTBfVcge4w","kl Vanga Zone de Santé","201704","AZT + 3TC + LPV/r",0
"197","BmKjwqc6BEw","kl Kwilu Province","fXTBfVcge4w","kl Vanga Zone de Santé","201704","AZT+3TC+ EFV",0
"198","BmKjwqc6BEw","kl Kwilu Province","fXTBfVcge4w","kl Vanga Zone de Santé","201704","AZT+3TC+NVP",0
"199","BmKjwqc6BEw","kl Kwilu Province","fXTBfVcge4w","kl Vanga Zone de Santé","201704","TDF + 3TC + LPV/r",0
"200","BmKjwqc6BEw","kl Kwilu Province","fXTBfVcge4w","kl Vanga Zone de Santé","201704","TDF + FTC + NVP",0
"201","BmKjwqc6BEw","kl Kwilu Province","fXTBfVcge4w","kl Vanga Zone de Santé","201704","TDF+ FTC + EFV",0
"202","BmKjwqc6BEw","kl Kwilu Province","fXTBfVcge4w","kl Vanga Zone de Santé","201704","TDF+3TC+EFV",9
"203","BmKjwqc6BEw","kl Kwilu Province","fXTBfVcge4w","kl Vanga Zone de Santé","201704","TDF+3TC+NVP",0
"204","BmKjwqc6BEw","kl Kwilu Province","fXTBfVcge4w","kl Vanga Zone de Santé","201705","ABC + 3TC + EFV",0
